#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.movie_name,ltable.year,ltable.directors,ltable.actors,ltable.critic_rating,ltable.genre,ltable.pg_rating,ltable.duration,rtable.movie_name,rtable.year,rtable.directors,rtable.actors,rtable.movie_rating,rtable.genre,rtable.duration
147,1304,271,The Outsider,2013,Brian A Miller,"Shannon Elizabeth,James Caan,Jason Patric,Craig Fairbrass,Melissa Ordway",1.0,"Action, Crime, Drama",Rated NR,94 minutes,The Outsider,2014,Brian A Miller,"Craig Fairbrass, James Caan, Jason Patric",4.8,"Action, Crime, Drama",94 min 
148,1309,202,The Legend of Hercules,2014,Renny Harlin,"Kellan Lutz,Gaia Weiss,Scott Adkins,Roxanne McKee,Liam McIntyre,Liam Garrigan,Jukka Hilden,Rade Serbedzija,Johnathon Schaech,Luke Newberry,Kenneth Cranham,Sarai Givaty",1.5,"Action, Adventure",Rated PG-13,,The Legend of Hercules,2014,Renny Harlin,"Kellan Lutz, Gaia Weiss, Scott Adkins",4.2,"Action, Adventure, Fantasy",99 min 
149,1315,2454,Back in the Day,2014,Michael Rosenbaum,"Morena Baccarin,Michael Rosenbaum,Nick Swardson,Harland Williams,Jay R. Ferguson,Sarah Colonna,Isaiah Mustafa,Kristoffer Polaha,Emma Caulfield",1.0,Comedy,Rated R,94 minutes,Back in the Day,2005,James Hunter,"Joe Morton, Ja Rule, Norman Grant",4.5,"Action, Crime, Drama",103 min 
150,1316,207,Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,"Chris Pine,Keira Knightley,Kevin Costner,Kenneth Branagh,Gemma Chan,Nonso Anozie",3.0,"Action, Drama, Thriller",Rated PG-13,105 minutes,Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,"Chris Pine, Kevin Costner, Keira Knightley",6.2,"Action, Thriller",105 min 
151,1318,218,Ride Along,2014,Tim Story,"Kevin Hart,Tika Sumpter,Ice Cube,Jasmine Burke,David Banner,John Leguizamo,Laurence Fishburne,Jay Pharaoh",2.0,"Action, Comedy",Rated PG-13,,Ride Along,2014,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter",6.1,"Action, Comedy",99 min 
152,1335,568,Lone Survivor,2013,Peter Berg,"Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,Eric Bana,Sammy Sheik,Alexander Ludwig,Scott Elrod,Ali Suliman,Rich Ting,Dan Bilzerian",2.0,"Action, Drama",Rated R,,Lone Survivor,2013,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch",7.6,"Action, Biography, Drama",121 min 
153,1337,575,47 Ronin,2013,Carl Rinsch,"Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki,Tadanobu Asano,Rinko Kikuchi,Min Tanaka,Jin Akanishi,Masayoshi Haneda,Hiroshi Sogabe,Takato Yonemoto",1.0,"Action, Adventure, Drama, Fantasy",Rated PG-13,119 minutes,47 Ronin,2013,Carl Rinsch,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki",6.3,"Action, Adventure, Drama",128 min 
154,1337,3994,47 Ronin,2013,Carl Rinsch,"Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki,Tadanobu Asano,Rinko Kikuchi,Min Tanaka,Jin Akanishi,Masayoshi Haneda,Hiroshi Sogabe,Takato Yonemoto",1.0,"Action, Adventure, Drama, Fantasy",Rated PG-13,119 minutes,47 Ronin,1994,Kon Ichikawa,"Ken Takakura, Kiichi Nakai, Rie Miyazawa",6.7,"Action, Drama",132 min 
155,1345,960,Beyond Outrage,2014,Takeshi Kitano,"Takeshi Kitano,Ryo Kase,Toshiyuki Nishida,Shun Sugata,Fumiyo Kohinata,Hideo Nakano",2.5,"Action, Foreign",Rated R,110 minutes,Beyond Outrage,2012,Takeshi Kitano,"Toshiyuki Nishida, Tomokazu Miura, Takeshi Kitano",6.7,"Action, Crime, Drama",112 min 
156,1349,4116,RoboCop,2014,José Padilha,"Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,Samuel L. Jackson,Jackie Earle Haley,Jennifer Ehle,Jay Baruchel",1.0,"Action, Crime, Science Fiction, Thriller",Rated PG-13,102 minutes,RoboCop 3,1993,Fred Dekker,"Nancy Allen, Robert John Burke, Mario Machado",3.9,"Action, Crime, Drama",104 min 
157,1349,4453,RoboCop,2014,José Padilha,"Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,Samuel L. Jackson,Jackie Earle Haley,Jennifer Ehle,Jay Baruchel",1.0,"Action, Crime, Science Fiction, Thriller",Rated PG-13,102 minutes,RoboCop 2,1990,Irvin Kershner,"Peter Weller, Belinda Bauer, John Glover",5.7,"Action, Sci-Fi",117 min 
158,1349,4853,RoboCop,2014,José Padilha,"Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,Samuel L. Jackson,Jackie Earle Haley,Jennifer Ehle,Jay Baruchel",1.0,"Action, Crime, Science Fiction, Thriller",Rated PG-13,102 minutes,RoboCop,1987,Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy",7.5,"Action, Crime, Sci-Fi",102 min 
159,1353,934,Easy Money: Hard to Kill,2014,Babak Najafi,"Joel Kinnaman,Matias Varela,Dragomir Mrsic,Fares Fares,Dejan Čukić",2.0,"Action, Crime, Drama, Thriller",,99 minutes,Easy Money II: Hard to Kill,2012,Babak Najafi,"Joel Kinnaman, Matias Varela, Dragomir Mrsic",6.2,"Action, Crime, Drama",99 min 
160,1360,335,Gunday,2014,Ali Abbas Zafar,"Ranveer Singh,Arjun Kapoor,Priyanka Chopra,Irrfan Khan",3.0,"Action, Crime, Drama",Rated NR,152 minutes,Gunday,2014,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra",2.0,"Action, Crime, Drama",152 min 
161,1360,3496,Gunday,2014,Ali Abbas Zafar,"Ranveer Singh,Arjun Kapoor,Priyanka Chopra,Irrfan Khan",3.0,"Action, Crime, Drama",Rated NR,152 minutes,Gunda,1998,Kanti Shah,"Mithun Chakraborty, Verna Raj, Ishrat Ali",8.2,"Action, Comedy, Crime",129 min 
162,1366,265,3 Days to Kill,2014,McG,"Kevin Costner,Amber Heard,Hailee Steinfeld,Connie Nielsen,Richard Sammel,Tómas Lemarquis,Marc Andréoni,Eriq Ebouaney",2.0,"Action, Crime, Drama, Thriller",Rated PG-13,113 minutes,3 Days to Kill,2014,McG,"Kevin Costner, Hailee Steinfeld, Connie Nielsen",6.2,"Action, Drama, Thriller",117 min 
163,1376,733,Enemies Closer,2014,Peter Hyams,"Jean-Claude Van Damme,Tom Everett Scott,Orlando Jones,Linzey Cocker,Kristopher Van Varenberg",2.5,"Action, Thriller",Rated R,85 minutes,Enemies Closer,2013,Peter Hyams,"Tom Everett Scott, Jean-Claude Van Damme, Orlando Jones",5.1,"Action, Thriller",85 min 
164,1394,226,Vampire Academy,2014,Mark Waters,"Zoey Deutch,Lucy Fry,Danila Kozlovskiy,Gabriel Byrne,Sarah Hyland,Olga Kurylenko,Joely Richardson",1.0,"Action, Adventure, Drama, Fantasy, Romance",Rated PG-13,,Vampire Academy,2014,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky",5.6,"Action, Comedy, Fantasy",104 min 
165,1396,666,Welcome to the Jungle,2013,Rob Meltzer,"Kristen Schaal,Megan Boone,Jean-Claude Van Damme,Adam Brody,Rob Huebel,Aaron Takahashi,Bianca Bree,Eric Edelstein,Robert Peters",1.0,Comedy,Rated NR,95 minutes,Welcome to the Jungle,2013,Rob Meltzer,"Jean-Claude Van Damme, Adam Brody, Rob Huebel",5.0,"Action, Adventure, Comedy",95 min 
166,1410,640,All Is Lost,2013,J.C. Chandor,Robert Redford,4.0,"Action, Adventure",Rated PG-13,106 minutes,All Is Lost,2013,J.C. Chandor,Robert Redford,6.9,"Action, Adventure, Drama",106 min 
167,1413,573,Oldboy,2013,Spike Lee,"Josh Brolin,Samuel L. Jackson,Elizabeth Olsen,Sharlto Copley,Lance Reddick,Michael Imperioli,Richard Portnow,Max Casella",3.0,"Drama, Mystery, Thriller",Rated R,,Oldboy,2013,Spike Lee,"Josh Brolin, Elizabeth Olsen, Samuel L. Jackson",5.8,"Action, Drama, Mystery",104 min 
168,1416,690,Homefront,2013,Gary Fleder,"James Franco,Jason Statham,Winona Ryder,Rachelle Lefevre,Kate Bosworth",2.5,"Action, Thriller",Rated R,,Homefront,2013,Gary Fleder,"Jason Statham, James Franco, Winona Ryder",6.5,"Action, Crime, Drama",100 min 
169,1438,929,Aftermath,2013,Władysław Pasikowski,"Ireneusz Czop,Maciej Stuhr,Jerzy Radziwiłowicz,Zuzana Fialová,Andrzej Mastalerz,Zbigniew Zamachowski,Danuta Szaflarska,Jerzy Szynkiewicz",1.5,"Drama, Thriller",Rated NR,107 minutes,Aftermath,2012,Peter Engert,"C.J. Thomason, Monica Keena, Edward Furlong",4.6,"Action, Thriller",92 min 
170,1449,773,Boss,2013,Anthony D'Souza,"Akshay Kumar,Mithun Chakraborty,Shiv Pandit,Ronit Roy,Aditi Rao Hydari",1.5,"Action, Drama",Rated NR,143 minutes,Boss,2013,Anthony D'Souza,"Akshay Kumar, Shiv Pandit, Mithun Chakraborty",5.4,"Action, Comedy, Drama",143 min 
171,1451,617,Big Ass Spider!,2013,Mike Mendez,"Greg Grunberg,Lombardo Boyar,Clare Kramer,Ray Wise,Lin Shaye,Patrick Bauchau,Lloyd Kaufman",2.0,Science Fiction,Rated PG-13,85 minutes,Big Ass Spider!,2013,Mike Mendez,"Greg Grunberg, Lin Shaye, Ruben Pla",5.3,"Action, Comedy, Sci-Fi",80 min 
172,1462,639,Man of Tai Chi,2013,Keanu Reeves,"Keanu Reeves, Tiger Hu Chen,Jeremy Marinas,Steven Dasz,Karen Mok Man-Wai,Michael Chan,Qing Ye,Yu Hai,Sam Lee,Iko Uwais",3.0,Action,Rated R,105 minutes,Man of Tai Chi,2013,Keanu Reeves,"Tiger Hu Chen, Keanu Reeves, Karen Mok",6.1,"Action, Drama",105 min 
173,1464,607,Ender's Game,2013,Gavin Hood,"Asa Butterfield,Hailee Steinfeld,Harrison Ford,Abigail Breslin,Aramis Knight,Moisés Arias,Jimmy ""Jax"" Pinchak,Viola Davis,Ben Kingsley,Suraj Partha,Khlylin Rhambo",2.0,Science Fiction,Rated PG-13,110 minutes,Ender's Game,2013,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld",6.7,"Action, Sci-Fi",114 min 
174,1492,6243,Hellbenders,2013,J.T. Petty,"Clifton Collins Jr.,Clancy Brown,Andre Royo,Robyn Rikoon",1.5,"Action, Foreign",Rated R,,Hellbenders,1967,Sergio Corbucci,"Joseph Cotten, Norma Bengell, Al Mulock",6.9,"Action, Adventure, Drama",90 min 
175,1494,1668,Haunter,2013,Vincenzo Natali,"Abigail Breslin,Stephen McHattie,David Hewlett,David Knoller,Peter Outerbridge,Michelle Nolden",2.5,"Horror, Mystery, Thriller",,97 minutes,Haunters,2010,Min-suk Kim,"Dong-won Kang, Duek-mun Choi, Jeong Eun-Chae",6.3,"Action, Sci-Fi, Thriller",100 min 
176,1496,581,Riddick,2013,David Twohy,"Vin Diesel,Karl Urban,Katee Sackhoff,Jordi Mollà,Bokeem Woodbine,Nolan Gerard Funk,Noah Danby,Neil Napier,Dave Bautista",2.5,"Action, Science Fiction, Thriller",Rated R,119 minutes,Riddick,2013,David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff",6.4,"Action, Sci-Fi, Thriller",119 min 
177,1499,591,The Mortal Instruments: City of Bones,2013,Harald Zwart,"Lily Collins,Jamie Campbell Bower,Kevin Zegers,Jemima West,Robert Sheehan,Jared Harris,Lena Headey,Aidan Turner,Godfrey Gao",1.0,"Action, Adventure, Drama",,,The Mortal Instruments: City of Bones,2013,Harald Zwart,"Lily Collins, Jamie Campbell Bower, Robert Sheehan",6.0,"Action, Adventure, Fantasy",130 min 
178,1506,572,The World's End,2013,Edgar Wright,"Simon Pegg,Nick Frost,Rosamund Pike,Paddy Considine,Eddie Marsan,Martin Freeman,David Bradley,Bill Nighy",3.5,"Action, Comedy, Science Fiction",Rated R,109 minutes,The World's End,2013,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman",7.0,"Action, Comedy, Sci-Fi",109 min 
179,1507,585,The Grandmaster,2013,Wong Kar-Wai,"Tony Leung Chiu-Wai,Ziyi Zhang,Song Hye-Kyo,Chang Chen,Wong Hing-Cheung,Zhao Ben-Shan",3.0,"Action, Drama, Foreign, History",Rated PG-13,130 minutes,The Grandmaster,2013,Kar Wai Wong,"Tony Chiu Wai Leung, Ziyi Zhang, Jin Zhang",6.5,"Action, Biography, Drama",130 min 
180,1524,4334,Rush,2013,Ron Howard,"Daniel Brühl,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Natalie Dormer,Christian McKay,Tom Wlaschiha",2.0,"Action, Drama, Sports Film",Rated R,123 minutes,Rush,1991,Lili Fini Zanuck,"Jason Patric, Jennifer Jason Leigh, Sam Elliott",6.7,"Action, Crime, Drama",120 min 
181,1532,784,Phata Poster Nikhla Hero,2013,Rajkumar Santoshi,"Shahid Kapoor,Ileana D'Cruz,Padmini Kolhapure,Darshan Jariwala,Saurab Shukhla,Sanjay Mishra",3.0,"Action, Comedy",,146 minutes,Phata Poster Nikhla Hero,2013,Rajkumar Santoshi,"Shahid Kapoor, Ileana, Padmini Kolhapure",4.9,"Action, Comedy",146 min 
182,1533,753,Ip Man: The Final Fight,2013,Herman Yau,"Anthony Wong Chau-Sang,Gillian Chung,Eric Tsang,Zhou Chu-Chu,Timmy Hung,Jiang Lu-Xia,Xiong Xin-Xin,Anita Yuen,Jordan Chan Siu-Chun",2.5,"Action, Drama",Rated PG-13,100 minutes,Ip Man: The Final Fight,2013,Herman Yau,"Anthony Chau-Sang Wong, Gillian Chung, Jordan Chan",6.1,"Action, Biography, Drama",100 min 
183,1535,569,The Colony,2013,Jeff Renfroe,"Laurence Fishburne,Kevin Zegers,Bill Paxton,Charlotte Sullivan,John Tench,Atticus Dean Mitchell,Dru Viergever,Romano Orzari",1.5,"Action, Science Fiction, Thriller",Rated NR,95 minutes,The Colony,2013,Jeff Renfroe,"Kevin Zegers, Laurence Fishburne, Bill Paxton",5.3,"Action, Horror, Sci-Fi",95 min 
184,1547,865,The Snow Queen,2013,"Vladlen Barbe,Maksim Sveshnikov","Ivan Okhlobystin,Dmitriy Nagiev,Lyudmila Artemeva,Anna Ardova,Liza Arzamasova",1.5,,,80 minutes,The Snow Queen,2013,Rene Perez,"Nadia Lanfranconi, Iren Levy, Aurelia Scheppers",2.7,"Action, Adventure, Fantasy",90 min 
185,1553,636,Machete Kills,2013,Robert Rodriguez,"Jessica Alba,Mel Gibson,Michelle Rodriguez,Danny Trejo,Tom Savini,Sofía Vergara,Lady Gaga,Vanessa Hudgens,Alexa Vega,Cuba Gooding Jr.,Amber Heard,Demián Bichir,Charlie Sheen",2.0,Action,Rated R,107 minutes,Machete Kills,2013,Robert Rodriguez,"Danny Trejo, Alexa PenaVega, Mel Gibson",5.6,"Action, Crime, Thriller",107 min 
186,1577,6138,The Family,2013,Luc Besson,"Robert De Niro,Michelle Pfeiffer,Tommy Lee Jones,Dianna Agron,John D'Leo,Vincent Pastore,Joseph Perrino,Paul Borghese,Jimmy Palumbo,Kresh Novakovic",3.0,"Comedy, Crime, Drama, Thriller",Rated R,,The Family,1970,Sergio Sollima,"Charles Bronson, Jill Ireland, Michel Constantin",6.5,"Action, Crime, Thriller",100 min 
187,1579,825,Madras Cafe,2013,Shoojit Sircar,"John Abraham,Nargis Fakhri,Rashi Khanna,Siddharth Basu,Prakash Belawadi",1.5,,,,Madras Cafe,2013,Shoojit Sircar,"Nargis Fakhri, John Abraham, Rashi Khanna",7.8,"Action, Drama, History",130 min 
188,1580,1051,I Declare War,2013,"Jason Lapeyre,Robert Wilson","Siam Yu,Gage Munroe,Michael Friend,Aidan Gouveia,Mackenzie Munro,Alex Cardillo,Dyson Fyke,Spencer Howes,Andy Reid,Kolton Stewart,Richard Nguyen,Eric Hanson,Alex Wall",1.5,"Action, Comedy, Drama",Rated R,94 minutes,I Declare War,2012,Jason Lapeyre,"Siam Yu, Kolton Stewart, Gage Munroe",6.0,"Action, Comedy, Drama",94 min 
189,1582,658,Getaway,2013,Courtney Solomon,"Ethan Hawke,Selena Gomez,Jon Voight,Paul Freeman,Bruce Payne,Rebecca Budig",1.5,"Action, Crime",Rated PG-13,,Getaway,2013,Courtney Solomon,"Ethan Hawke, Selena Gomez, Jon Voight",4.4,"Action, Crime, Thriller",90 min 
190,1588,719,Bounty Killer,2013,Henry Saine,"Matthew Marsden,Kristanna Loken,Christian Pitre,Barak Hardley,Abraham Benrubi,Gary Busey,Beverly D'Angelo,Eve,Kevin McNally,Alexa Vega",2.0,Action,Rated R,93 minutes,Bounty Killer,2013,Henry Saine,"Matthew Marsden, Kristanna Loken, Christian Pitre",5.4,"Action, Sci-Fi, Thriller",92 min 
191,1599,606,We're the Millers,2013,Rawson Marshall Thurber,"Jason Sudeikis,Jennifer Aniston,Emma Roberts,Will Poulter,Ed Helms,Nick Offerman,Kathryn Hahn,Thomas Lennon,Mark L. Young",3.0,"Comedy, Crime",Rated R,110 minutes,We're the Millers,2013,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts",7.1,"Action, Adventure, Comedy",110 min 
192,1601,1845,Blood,2012,Nick Murphy,"Paul Bettany,Mark Strong,Brian Cox,Stephen Graham,Zoe Tapper,Ben Crompton,Natasha Little,Adrian Edmondson",3.5,"Mystery, Thriller",,92 minutes,Blood,2009,Ten Shimoyama,"Aya Sugimoto, Guts Ishimatsu, Jun Kaname",4.9,"Action, Horror",85 min 
193,1601,1846,Blood,2012,Nick Murphy,"Paul Bettany,Mark Strong,Brian Cox,Stephen Graham,Zoe Tapper,Ben Crompton,Natasha Little,Adrian Edmondson",3.5,"Mystery, Thriller",,92 minutes,Blood,2009,Ten Shimoyama,"Aya Sugimoto, Guts Ishimatsu, Jun Kaname",4.9,"Action, Horror",85 min 
194,1602,2821,Elysium,2013,Neill Blomkamp,"Matt Damon,Alice Braga,Wagner Moura,Diego Luna,Sharlto Copley,Faran Tahir,Jodie Foster,William Fichtner",3.0,"Action, Drama, Science Fiction, Thriller",Rated R,,Elysium,2003,Jae-woong Kwon,"Alexandra Boyd, Lee Cherry, Cam Clarke",3.9,"Action, Animation, Fantasy",85 min 
195,1603,651,Chennai Express,2013,Rohit Shetty,"Deepika Padukone,Shahrukh Khan,Sathyaraj,Nikitin Dheer",3.0,,,,Chennai Express,2013,Rohit Shetty,"Deepika Padukone, Shah Rukh Khan, Satyaraj",5.9,"Action, Comedy, Romance",141 min 
196,1618,562,R.I.P.D.,2013,Robert Schwentke,"Jeff Bridges,Ryan Reynolds,Kevin Bacon,Stephanie Szostak,Mary-Louise Parker,Marisa Miller,Robert Knepper,James Hong",1.0,"Action, Comedy, Crime",Rated PG-13,,R.I.P.D.,2013,Robert Schwentke,"Ryan Reynolds, Jeff Bridges, Mary-Louise Parker",5.6,"Action, Comedy, Sci-Fi",96 min 
197,1620,614,RED 2,2013,Dean Parisot,"Bruce Willis,Mary-Louise Parker,Helen Mirren,John Malkovich,Catherine Zeta-Jones,Anthony Hopkins,David Thewlis",2.5,"Action, Comedy, Crime, Thriller",Rated PG-13,,RED 2,2013,Dean Parisot,"Bruce Willis, Helen Mirren, John Malkovich",6.7,"Action, Comedy, Crime",116 min 
198,1627,584,The Wolverine,2013,James Mangold,"Hugh Jackman,Brian Tee,Will Yun Lee,Svetlana Khodchenkova,Hiroyuki Sanada,Tao Okamoto,Hal Yamanouchi,Rila Fukushima",3.0,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,126 minutes,The Wolverine,2013,James Mangold,"Hugh Jackman, Will Yun Lee, Tao Okamoto",6.7,"Action, Adventure, Sci-Fi",126 min 
199,1631,1059,Drug War,2012,Johnnie To,"Louis Koo,Michelle Ye Xuan,Sun Hong-Lei,Crystal Huang Yi",3.5,"Action, Drama",Rated NR,107 minutes,Drug War,2012,Johnnie To,"Louis Koo, Honglei Sun, Yi Huang",7.0,"Action, Crime, Drama",107 min 
200,1632,609,Pawn Shop Chronicles,2013,Wayne Kramer,"Elijah Wood,Norman Reedus,Brendan Fraser,Vincent D'Onofrio,Paul Walker,Dj Qualls,Lukas Haas,Matt Dillon,Thomas Jane,Pell James",1.0,"Action, Comedy",Rated R,112 minutes,Pawn Shop Chronicles,2013,Wayne Kramer,"Paul Walker, Norman Reedus, Elijah Wood",5.9,"Action, Comedy, Crime",112 min 
201,1635,629,Frankenstein's Army,2013,Richard Raaphorst,"Karel Roden,Joshua Sasse,Robert Gwilym,Alexander Mercury,Luke Newberry",2.5,"Action, Horror",Rated R,84 minutes,Frankenstein's Army,2013,Richard Raaphorst,"Robert Gwilym, Hon Ping Tang, Alexander Mercury",5.3,"Action, Horror, Sci-Fi",84 min 
202,1648,1258,Violet & Daisy,2013,Geoffrey Fletcher,"Saoirse Ronan,Alexis Bledel,Danny Trejo,James Gandolfini,Tatiana Maslany,Cody Horn",2.0,Thriller,Rated R,,Violet & Daisy,2011,Geoffrey Fletcher,"Saoirse Ronan, Alexis Bledel, James Gandolfini",6.1,"Action, Comedy, Crime",88 min 
203,1649,738,The Heat,2013,Paul Feig,"Demián Bichir,Taran Killam,Michael Rapaport,Jane Curtin",3.0,Action,Rated R,,The Heat,2013,Paul Feig,"Sandra Bullock, Michael McDonald, Melissa McCarthy",6.6,"Action, Comedy, Crime",117 min 
204,1652,699,White House Down,2013,Roland Emmerich,"Channing Tatum,Jamie Foxx,Joey King,Maggie Gyllenhaal,Richard Jenkins,James Woods",3.0,"Action, Drama, Thriller",Rated PG-13,137 minutes,White House Down,2013,Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal",6.4,"Action, Drama, Thriller",131 min 
205,1672,1483,Iron Man 3,2013,Shane Black,"Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley,Paul Bettany,Rebecca Hall,Jon Favreau,William Sadler,James Badge Dale",2.5,"Action, Adventure, Science Fiction",Rated PG-13,130 minutes,Iron Man 2,2010,Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow",7.0,"Action, Adventure, Sci-Fi",124 min 
206,1672,1895,Iron Man 3,2013,Shane Black,"Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley,Paul Bettany,Rebecca Hall,Jon Favreau,William Sadler,James Badge Dale",2.5,"Action, Adventure, Science Fiction",Rated PG-13,130 minutes,Iron Man,2008,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard",7.9,"Action, Adventure, Sci-Fi",126 min 
207,1678,579,Star Trek Into Darkness,2013,J.J. Abrams,"Chris Pine,Benedict Cumberbatch,Zachary Quinto,Simon Pegg,Zoe Saldana",2.5,"Action, Adventure, Science Fiction",Rated PG-13,129 minutes,Star Trek Into Darkness,2013,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana",7.8,"Action, Adventure, Sci-Fi",132 min 
208,1680,626,Fast & Furious 6,2013,Justin Lin,"Paul Walker,Vin Diesel,Dwayne Johnson,Jordana Brewster,Gina Carano,Luke Evans,Michelle Rodriguez,Tyrese Gibson,Eva Mendes,Gal Gadot,Sung Kang,Jason Statham",2.0,"Action, Thriller",Rated PG-13,140 minutes,Fast & Furious 6,2013,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson",7.2,"Action, Crime, Thriller",130 min 
209,1680,1717,Fast & Furious 6,2013,Justin Lin,"Paul Walker,Vin Diesel,Dwayne Johnson,Jordana Brewster,Gina Carano,Luke Evans,Michelle Rodriguez,Tyrese Gibson,Eva Mendes,Gal Gadot,Sung Kang,Jason Statham",2.0,"Action, Thriller",Rated PG-13,140 minutes,Fast & Furious,2009,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez",6.6,"Action, Crime, Drama",107 min 
210,1681,5110,Epic,2013,Chris Wedge,"Josh Hutcherson,Amanda Seyfried,Colin Farrell,Jason Sudeikis,Aziz Ansari,Christoph Waltz,Beyoncé Knowles,Judah Friedlander,Steven Tyler,Pitbull,Blake Anderson",2.0,"Adventure, Animation, Family",Rated PG,,Epic,1985,Yoram Gross,"John Huston, Ross Higgins, Robyn Moore",5.0,"Animation, Adventure, Fantasy",70 min 
211,1684,613,After Earth,2013,M. Night Shyamalan,"Will Smith,Jaden Smith,Sophie Okonedo,Zoe Kravitz",3.5,"Action, Adventure, Science Fiction",Rated PG-13,,After Earth,2013,M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith",4.9,"Action, Adventure, Sci-Fi",100 min 
212,1691,2333,The Host,2013,Andrew Niccol,"Saoirse Ronan,Diane Kruger,Max Irons,William Hurt,Jake Abel,Frances Fisher",2.5,"Science Fiction, Thriller",Rated PG-13,125 minutes,The Host,2006,Joon-ho Bong,"Kang-ho Song, Hie-bong Byeon, Hae-il Park",7.0,"Action, Drama, Horror",120 min 
213,1711,634,Pain & Gain,2013,Michael Bay,"Mark Wahlberg,Rebel Wilson,Dwayne Johnson,Ken Jeong,Ed Harris,Anthony Mackie,Tony Shalhoub,Rob Corddry",2.5,Action,Rated R,130 minutes,Pain & Gain,2013,Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie",6.5,"Action, Comedy, Crime",129 min 
214,1724,3256,The Silence,2013,,"Sebastian Blomberg,Burghart Klaussner,Katrin Sass,Oliver Stokowski,Ulrich Thomsen,Anna Lena Klenke",3.5,"Crime, Drama, Thriller",Rated NR,120 minutes,The Silencer,2000,Robert Lee,"Michael Dudikoff, Brennan Elliott, Terence Kelly",5.3,Action,92 min 
215,1724,3740,The Silence,2013,,"Sebastian Blomberg,Burghart Klaussner,Katrin Sass,Oliver Stokowski,Ulrich Thomsen,Anna Lena Klenke",3.5,"Crime, Drama, Thriller",Rated NR,120 minutes,The Silencers,1996,Richard Pepin,"Jack Scalia, Dennis Christopher, Carlos Lauchu",4.7,"Action, Sci-Fi",103 min 
216,1724,6307,The Silence,2013,,"Sebastian Blomberg,Burghart Klaussner,Katrin Sass,Oliver Stokowski,Ulrich Thomsen,Anna Lena Klenke",3.5,"Crime, Drama, Thriller",Rated NR,120 minutes,The Silencers,1966,Phil Karlson,"Dean Martin, Stella Stevens, Daliah Lavi",6.1,"Action, Adventure, Comedy",102 min 
217,1725,1042,Spring Breakers,2013,,"Selena Gomez,James Franco,Vanessa Hudgens,Ashley Benson,Rachel Korine,Heather Morris,Gucci Mane,James Franco",3.5,Comedy,Rated R,94 minutes,Spring Breakers,2012,Harmony Korine,"Vanessa Hudgens, Selena Gomez, Ashley Benson",5.3,"Action, Crime, Drama",94 min 
218,1732,685,Olympus Has Fallen,2013,Antoine Fuqua,"Gerard Butler,Aaron Eckhart,Morgan Freeman,Dylan McDermott,Angela Bassett,Melissa Leo",3.0,Action,Rated R,120 minutes,Olympus Has Fallen,2013,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman",6.5,"Action, Thriller",119 min 
219,1733,595,G.I. Joe: Retaliation,2013,Jon M. Chu,"Channing Tatum,Dwayne Johnson,Bruce Willis,Ray Park,Adrianne Palicki,D.J. Cotrona",1.5,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,120 minutes,G.I. Joe: Retaliation,2013,Jon M. Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki",5.8,"Action, Adventure, Sci-Fi",110 min 
