#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
_id,ltable.id,rtable.id,ltable.movie_name,ltable.year,ltable.directors,ltable.actors,ltable.critic_rating,ltable.genre,ltable.pg_rating,ltable.duration,rtable.movie_name,rtable.year,rtable.directors,rtable.actors,rtable.movie_rating,rtable.genre,rtable.duration,gold
190,1588,719,Bounty Killer,2013,Henry Saine,"Matthew Marsden,Kristanna Loken,Christian Pitre,Barak Hardley,Abraham Benrubi,Gary Busey,Beverly D'Angelo,Eve,Kevin McNally,Alexa Vega",2,Action,Rated R,93 minutes,Bounty Killer,2013,Henry Saine,"Matthew Marsden, Kristanna Loken, Christian Pitre",5.4,"Action, Sci-Fi, Thriller",92 min,1
191,1599,606,We're the Millers,2013,Rawson Marshall Thurber,"Jason Sudeikis,Jennifer Aniston,Emma Roberts,Will Poulter,Ed Helms,Nick Offerman,Kathryn Hahn,Thomas Lennon,Mark L. Young",3,"Comedy, Crime",Rated R,110 minutes,We're the Millers,2013,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts",7.1,"Action, Adventure, Comedy",110 min,1
193,1601,1846,Blood,2012,Nick Murphy,"Paul Bettany,Mark Strong,Brian Cox,Stephen Graham,Zoe Tapper,Ben Crompton,Natasha Little,Adrian Edmondson",3.5,"Mystery, Thriller",,92 minutes,Blood,2009,Ten Shimoyama,"Aya Sugimoto, Guts Ishimatsu, Jun Kaname",4.9,"Action, Horror",85 min,0
194,1602,2821,Elysium,2013,Neill Blomkamp,"Matt Damon,Alice Braga,Wagner Moura,Diego Luna,Sharlto Copley,Faran Tahir,Jodie Foster,William Fichtner",3,"Action, Drama, Science Fiction, Thriller",Rated R,,Elysium,2003,Jae-woong Kwon,"Alexandra Boyd, Lee Cherry, Cam Clarke",3.9,"Action, Animation, Fantasy",85 min,0
195,1603,651,Chennai Express,2013,Rohit Shetty,"Deepika Padukone,Shahrukh Khan,Sathyaraj,Nikitin Dheer",3,,,,Chennai Express,2013,Rohit Shetty,"Deepika Padukone, Shah Rukh Khan, Satyaraj",5.9,"Action, Comedy, Romance",141 min,1
196,1618,562,R.I.P.D.,2013,Robert Schwentke,"Jeff Bridges,Ryan Reynolds,Kevin Bacon,Stephanie Szostak,Mary-Louise Parker,Marisa Miller,Robert Knepper,James Hong",1,"Action, Comedy, Crime",Rated PG-13,,R.I.P.D.,2013,Robert Schwentke,"Ryan Reynolds, Jeff Bridges, Mary-Louise Parker",5.6,"Action, Comedy, Sci-Fi",96 min,1
197,1620,614,RED 2,2013,Dean Parisot,"Bruce Willis,Mary-Louise Parker,Helen Mirren,John Malkovich,Catherine Zeta-Jones,Anthony Hopkins,David Thewlis",2.5,"Action, Comedy, Crime, Thriller",Rated PG-13,,RED 2,2013,Dean Parisot,"Bruce Willis, Helen Mirren, John Malkovich",6.7,"Action, Comedy, Crime",116 min,1
201,1635,629,Frankenstein's Army,2013,Richard Raaphorst,"Karel Roden,Joshua Sasse,Robert Gwilym,Alexander Mercury,Luke Newberry",2.5,"Action, Horror",Rated R,84 minutes,Frankenstein's Army,2013,Richard Raaphorst,"Robert Gwilym, Hon Ping Tang, Alexander Mercury",5.3,"Action, Horror, Sci-Fi",84 min,1
202,1648,1258,Violet & Daisy,2013,Geoffrey Fletcher,"Saoirse Ronan,Alexis Bledel,Danny Trejo,James Gandolfini,Tatiana Maslany,Cody Horn",2,Thriller,Rated R,,Violet & Daisy,2011,Geoffrey Fletcher,"Saoirse Ronan, Alexis Bledel, James Gandolfini",6.1,"Action, Comedy, Crime",88 min,1
203,1649,738,The Heat,2013,Paul Feig,"Demin Bichir,Taran Killam,Michael Rapaport,Jane Curtin",3,Action,Rated R,,The Heat,2013,Paul Feig,"Sandra Bullock, Michael McDonald, Melissa McCarthy",6.6,"Action, Comedy, Crime",117 min,1
204,1652,699,White House Down,2013,Roland Emmerich,"Channing Tatum,Jamie Foxx,Joey King,Maggie Gyllenhaal,Richard Jenkins,James Woods",3,"Action, Drama, Thriller",Rated PG-13,137 minutes,White House Down,2013,Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal",6.4,"Action, Drama, Thriller",131 min,1
205,1672,1483,Iron Man 3,2013,Shane Black,"Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley,Paul Bettany,Rebecca Hall,Jon Favreau,William Sadler,James Badge Dale",2.5,"Action, Adventure, Science Fiction",Rated PG-13,130 minutes,Iron Man 2,2010,Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow",7,"Action, Adventure, Sci-Fi",124 min,0
206,1672,1895,Iron Man 3,2013,Shane Black,"Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley,Paul Bettany,Rebecca Hall,Jon Favreau,William Sadler,James Badge Dale",2.5,"Action, Adventure, Science Fiction",Rated PG-13,130 minutes,Iron Man,2008,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard",7.9,"Action, Adventure, Sci-Fi",126 min,0
207,1678,579,Star Trek Into Darkness,2013,J.J. Abrams,"Chris Pine,Benedict Cumberbatch,Zachary Quinto,Simon Pegg,Zoe Saldana",2.5,"Action, Adventure, Science Fiction",Rated PG-13,129 minutes,Star Trek Into Darkness,2013,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana",7.8,"Action, Adventure, Sci-Fi",132 min,1
208,1680,626,Fast & Furious 6,2013,Justin Lin,"Paul Walker,Vin Diesel,Dwayne Johnson,Jordana Brewster,Gina Carano,Luke Evans,Michelle Rodriguez,Tyrese Gibson,Eva Mendes,Gal Gadot,Sung Kang,Jason Statham",2,"Action, Thriller",Rated PG-13,140 minutes,Fast & Furious 6,2013,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson",7.2,"Action, Crime, Thriller",130 min,1
209,1680,1717,Fast & Furious 6,2013,Justin Lin,"Paul Walker,Vin Diesel,Dwayne Johnson,Jordana Brewster,Gina Carano,Luke Evans,Michelle Rodriguez,Tyrese Gibson,Eva Mendes,Gal Gadot,Sung Kang,Jason Statham",2,"Action, Thriller",Rated PG-13,140 minutes,Fast & Furious,2009,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez",6.6,"Action, Crime, Drama",107 min,0
210,1681,5110,Epic,2013,Chris Wedge,"Josh Hutcherson,Amanda Seyfried,Colin Farrell,Jason Sudeikis,Aziz Ansari,Christoph Waltz,Beyonc Knowles,Judah Friedlander,Steven Tyler,Pitbull,Blake Anderson",2,"Adventure, Animation, Family",Rated PG,,Epic,1985,Yoram Gross,"John Huston, Ross Higgins, Robyn Moore",5,"Animation, Adventure, Fantasy",70 min,0
211,1684,613,After Earth,2013,M. Night Shyamalan,"Will Smith,Jaden Smith,Sophie Okonedo,Zoe Kravitz",3.5,"Action, Adventure, Science Fiction",Rated PG-13,,After Earth,2013,M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith",4.9,"Action, Adventure, Sci-Fi",100 min,1
212,1691,2333,The Host,2013,Andrew Niccol,"Saoirse Ronan,Diane Kruger,Max Irons,William Hurt,Jake Abel,Frances Fisher",2.5,"Science Fiction, Thriller",Rated PG-13,125 minutes,The Host,2006,Joon-ho Bong,"Kang-ho Song, Hie-bong Byeon, Hae-il Park",7,"Action, Drama, Horror",120 min,0
213,1711,634,Pain & Gain,2013,Michael Bay,"Mark Wahlberg,Rebel Wilson,Dwayne Johnson,Ken Jeong,Ed Harris,Anthony Mackie,Tony Shalhoub,Rob Corddry",2.5,Action,Rated R,130 minutes,Pain & Gain,2013,Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie",6.5,"Action, Comedy, Crime",129 min,1
215,1724,3740,The Silence,2013,,"Sebastian Blomberg,Burghart Klaussner,Katrin Sass,Oliver Stokowski,Ulrich Thomsen,Anna Lena Klenke",3.5,"Crime, Drama, Thriller",Rated NR,120 minutes,The Silencers,1996,Richard Pepin,"Jack Scalia, Dennis Christopher, Carlos Lauchu",4.7,"Action, Sci-Fi",103 min,0
217,1725,1042,Spring Breakers,2013,,"Selena Gomez,James Franco,Vanessa Hudgens,Ashley Benson,Rachel Korine,Heather Morris,Gucci Mane,James Franco",3.5,Comedy,Rated R,94 minutes,Spring Breakers,2012,Harmony Korine,"Vanessa Hudgens, Selena Gomez, Ashley Benson",5.3,"Action, Crime, Drama",94 min,1
221,1741,597,A Good Day to Die Hard,2013,John Moore,"Bruce Willis,Jai Courtney,Sebastian Koch,Cole Hauser,Yuliya Snigir",1.5,"Action, Thriller",Rated R,97 minutes,A Good Day to Die Hard,2013,John Moore,"Bruce Willis, Jai Courtney, Sebastian Koch",5.3,"Action, Crime, Thriller",98 min,1
222,1750,81,Phantom,2013,,"Ed Harris,David Duchovny,William Fichtner,Lance Henriksen,Johnathon Schaech,Julian Adams",2,,Rated R,,Phantom,2015,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty",5.2,"Action, Drama, Thriller",136 min,0
223,1753,900,The Sweeney,2013,,"Ray Winstone,Ben Drew,Hayley Atwell,Steven MacKintosh,Paul Anderson,Damian Lewis",2,"Crime, Drama",Rated R,112 minutes,The Sweeney,2012,Nick Love,"Ray Winstone, Ben Drew, Hayley Atwell",6.1,"Action, Crime, Drama",112 min,1
225,1761,625,Parker,2013,Taylor Hackford,"Jason Statham,Jennifer Lopez,Michael Chiklis,Wendell Pierce,Clifton Collins Jr.,Micah A. Hauptman,Bobby Canavale,Nick Nolte",1.5,"Crime, Thriller",Rated R,,Parker,2013,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis",6.2,"Action, Crime, Thriller",118 min,1
226,1772,914,Bullet to the Head,2013,Walter Hill,"Sylvester Stallone,Sung Kang,Christian Slater,Adewale Akinnuoye-Agbaje,Jason Momoa,Jon Seda,Sarah Shahi",2,"Action, Crime, Thriller",Rated R,92 minutes,Bullet to the Head,2012,Walter Hill,"Sylvester Stallone, Jason Momoa, Christian Slater",5.7,"Action, Crime, Thriller",92 min,1
227,1781,4841,Safe Haven,2013,Lasse Hallstrom,"Julianne Hough,Josh Duhamel,Cobie Smulders,David Lyons",1.5,Romance,Rated PG-13,,No Safe Haven,1987,Ronnie Rondell Jr.,"Wings Hauser, Robert Tessier, Branscombe Richmond",4.1,Action,95 min,0
228,1799,574,Gangster Squad,2012,Ruben Fleischer,"Mickey Cohen,Sgt. John O'Mara,Sgt. Jerry Wooters,Grace Faraday,Connie O'Mara,Chief Parker,Officer Max Kennard,Officer Conway Keeler",2,"Crime, Drama",Rated R,113 minutes,Gangster Squad,2013,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone",6.8,"Action, Crime, Drama",113 min,1
229,1803,592,The Last Stand,2013,Jee-woon Kim,"Arnold Schwarzenegger,Forest Whitaker,Eduardo Noriega,Luis Guzman,Peter Stormare,Johnny Knoxville",3,"Action, Crime, Thriller",Rated R,107 minutes,The Last Stand,2013,Jee-woon Kim,"Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville",6.4,"Action, Crime, Thriller",107 min,1
230,1809,1041,Hit and Run,2012,"Dax Shepard,David Palmer","Dax Shepard,Tom Arnold,Kristen Bell,Kal Bennett,Beau Bridges,Kristin Chenoweth,Bradley Cooper,Michael Rosenbaum,Jess Rowland",3.5,"Action, Comedy, Romance",Rated R,100 minutes,Hit and Run,2012,David Palmer,"Dax Shepard, Kristen Bell, Bradley Cooper",6.1,"Action, Comedy, Romance",100 min,1
231,1814,928,Premium Rush,2012,David Koepp,"Joseph Gordon-Levitt,Michael Shannon,Daniela Ramirez,Lauren Ashley Carter,Jamie Chung,Wole Parks",3.5,"Action, Thriller",Rated PG-13,91 minutes,Premium Rush,2012,David Koepp,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez",6.5,"Action, Crime, Thriller",91 min,1
233,1835,551,The Master,2012,,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Laura Dern,Christopher Evan Welch,Patty McCormack",2.5,"Action, Drama, Foreign",Rated R,137 minutes,The Master,2014,Ke Zhou,"Xiangguo Chang, Mai Jintong, Cheng Ni",4.8,Action,86 min,0
236,1841,911,Looper,2012,,"Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Jeff Daniels",3.5,"Action, Science Fiction, Thriller",Rated R,118 minutes,Looper,2012,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt",7.5,"Action, Crime, Sci-Fi",119 min,1
237,1852,920,Taken 2,2012,Olivier Megaton,"Liam Neeson,Famke Janssen,Maggie Grace,Rade Sherbedgia,D.B. Sweeney",3,"Action, Crime, Drama, Thriller",Rated PG-13,91 minutes,Taken 2,2012,Olivier Megaton,"Liam Neeson, Famke Janssen, Maggie Grace",6.3,"Action, Thriller",92 min,1
241,1898,908,Red Dawn,2012,Dan Bradley,"Chris Hemsworth,Josh Hutcherson,Josh Peck,Isabel Lucas,Connor Cruise,Adrianne Palicki,Brett Cullen",1.5,"Action, Thriller",Rated PG-13,114 minutes,Red Dawn,2012,Dan Bradley,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson",5.4,"Action, Thriller, War",93 min,1
246,1931,918,Total Recall,2012,Len Wiseman,"Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston,Bokeem Woodbine,Bill Nighy",3,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,121 minutes,Total Recall,2012,Len Wiseman,"Colin Farrell, Bokeem Woodbine, Bryan Cranston",6.3,"Action, Adventure, Mystery",118 min,1
248,1937,906,The Bourne Legacy,2012,,"Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Stacy Keach,Albert Finney,David Strathairn",2.5,"Action, Thriller",Rated PG-13,120 minutes,The Bourne Legacy,2012,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton",6.7,"Action, Adventure, Mystery",135 min,1
249,1961,922,Men in Black III,2012,Barry Sonnenfeld,"Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,Michael Stuhlbarg,Alice Eve,David Rasche",3,,Rated PG-13,,Men in Black 3,2012,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin",6.9,"Action, Comedy, Sci-Fi",106 min,1
250,1961,2876,Men in Black III,2012,Barry Sonnenfeld,"Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,Michael Stuhlbarg,Alice Eve,David Rasche",3,,Rated PG-13,,Men in Black II,2002,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn",6.1,"Action, Adventure, Comedy",88 min,0
251,1976,235,The Amazing Spider-Man,2012,Marc Webb,"Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen,Sally Field",3.5,"Action, Adventure, Thriller",Rated PG-13,136 minutes,The Amazing Spider-Man 2,2014,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx",6.8,"Action, Adventure, Fantasy",142 min,1
253,1977,3651,Savages,2012,Oliver Stone,"Taylor Kitsch,Blake Lively,Aaron Johnson,John Travolta,Benicio Del Toro,Salma Hayek",3.5,"Crime, Drama, Thriller",Rated R,131 minutes,Savage,1996,Avi Nesher,"Olivier Gruner, Jennifer Grant, Kario Salem",4.2,"Action, Sci-Fi, Thriller",99 min,0
254,1993,904,The Girl from the Naked Eye,2012,David Ren,"Jason Yee,Samantha Streets,Gary Stretch,Dominique Swain,Sasha Grey",2,"Action, Romance, Thriller",Rated R,80 minutes,The Girl from the Naked Eye,2012,David Ren,"Jason Yee, Samantha Streets, Ron Yuan",4.9,"Action, Crime, Mystery",84 min,1
255,1999,940,Abraham Lincoln: Vampire Hunter,2012,Timur Bekmambetov,"Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead,Rufus Sewell,Jimmi Simpson,Erin Wasson,John Rothman",3,"Horror, Thriller",Rated R,94 minutes,Abraham Lincoln: Vampire Hunter,2012,Timur Bekmambetov,"Benjamin Walker, Rufus Sewell, Dominic Cooper",5.9,"Action, Fantasy, Horror",105 min,1
256,2005,944,Wrath of the Titans,2012,Jonathan Liebesman,"Sam Worthington,Liam Neeson,Ralph Fiennes,Rosamund Pike,Bill Nighy,Danny Huston,Edgar Ramirez,Toby Kebbell",2,"Action, Adventure, Fantasy",Rated PG-13,99 minutes,Wrath of the Titans,2012,Jonathan Liebesman,"Sam Worthington, Liam Neeson, Rosamund Pike",5.8,"Action, Adventure, Fantasy",99 min,1
257,2014,1247,The Grey,2012,Joe Carnahan,"Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,Joe Anderson",3.5,"Action, Adventure, Drama, Thriller",Rated R,117 minutes,The Grey,2011,Joe Carnahan,"Liam Neeson, Dermot Mulroney, Frank Grillo",6.8,"Action, Adventure, Drama",117 min,1
258,2025,2669,Deadline,2012,Curt Hahn,"Eric Roberts,Steve Talley,Lauren Jenkins,Jackie Welch,J.D. Souther",2,"Drama, Mystery, Thriller",Rated PG-13,95 minutes,Deadlines,2004,Ludi Boeken,"Stephen Moyer, Anne Parillaud, Omid Djalili",7.2,"Action, Thriller",103 min,0
260,2027,936,Lockout,2012,"Stephen St. Legal,James Mather","Guy Pearce,Maggie Grace,Vincent Regan,Peter Hudson,Peter Stormare",2.5,"Action, Foreign, Science Fiction, Thriller",Rated PG-13,95 minutes,Lockout,2012,James Mather,"Guy Pearce, Maggie Grace, Peter Stormare",6.1,"Action, Drama, Sci-Fi",95 min,1
261,2037,3390,The Avengers,2012,Joss Whedon,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner,Tom Hiddleston,Samuel L. Jackson",3,"Action, Thriller",Rated PG-13,143 minutes,The Avengers,1998,Jeremiah S. Chechik,"Ralph Fiennes, Uma Thurman, Sean Connery",3.7,"Action, Adventure, Sci-Fi",89 min,0
262,2043,937,This Means War,2012,McG,"Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,Angela Bassett,Chelsea Handler",1.5,"Action, Comedy, Romance, Thriller",Rated PG-13,97 minutes,This Means War,2012,McG,"Reese Witherspoon, Chris Pine, Tom Hardy",6.4,"Action, Comedy, Romance",103 min,1
263,2050,6386,Harakiri,1962,,,4,"Drama, Foreign",Rated Unrated,135 minutes,Harakiri,1962,Masaki Kobayashi,"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita",8.7,"Action, Drama, History",133 min,1
264,2053,19,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunted,2015,Robert Chapin,"Robert Chapin, Monique Ganderton, David Lain Baker",5.4,"Action, Thriller",90 min,0
265,2053,1157,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunt,2012,Thomas Szczepanski,"Guillaume Beylard, Zuriel De Peslouan, Sarah Lucide",4.5,"Action, Horror, Thriller",74 min,0
266,2053,2740,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunted,2003,William Friedkin,"Tommy Lee Jones, Benicio Del Toro, Connie Nielsen",6,"Action, Crime, Drama",94 min,0
268,2053,5417,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunter,1980,Buzz Kulik,"Steve McQueen, Eli Wallach, Kathryn Harrold",6.3,"Action, Biography, Comedy",97 min,0
269,2053,6457,The Hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes,The Hunters,1958,Dick Powell,"Robert Mitchum, Robert Wagner, Richard Egan",6.4,"Action, Drama, Romance",108 min,0
270,2054,935,Act of Valor,2012,"Mike McCoy,Scott Waugh",Roselyn Sanchez,2.5,"Action, Adventure, Thriller, War",Rated R,110 minutes,Act of Valor,2012,Mike McCoy,"Alex Veadov, Roselyn Sanchez, Nestor Serrano",6.5,"Action, Thriller, War",110 min,1
271,2058,896,John Carter,2012,Andrew Stanton,"Taylor Kitsch,Lynn Collins,Willem Dafoe,Thomas Haden Church,Samantha Morton,Dominic West,Ciaran Hinds",2.5,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,132 minutes,John Carter,2012,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Willem Dafoe",6.6,"Action, Adventure, Fantasy",132 min,1
272,2063,285,21 Jump Street,2012,"Phil Lord,Christopher Miller","Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Ice Cube",3,"Action, Comedy, Family",Rated R,109 minutes,22 Jump Street,2014,Phil Lord,"Channing Tatum, Jonah Hill, Ice Cube",7.1,"Action, Comedy, Crime",112 min,0
274,2066,1182,Seeking Justice,2012,Roger Donaldson,"Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau,Jennifer Carpenter",1.5,"Action, Drama, Thriller",Rated R,105 minutes,Seeking Justice,2011,Roger Donaldson,"Nicolas Cage, January Jones, Guy Pearce",6.2,"Action, Drama, Thriller",105 min,1
277,2083,930,Man on a Ledge,2012,Asger Leth,"Sam Worthington,Elizabeth Banks,Edward Burns,Jamie Bell,Genesis Rodriguez,Ed Harris,Kyra Sedgwick",2,"Action, Crime, Thriller",Rated PG-13,102 minutes,Man on a Ledge,2012,Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell",6.6,"Action, Crime, Thriller",102 min,1
279,2096,1263,The Double,2011,Michael Brandt,"Richard Gere,Topher Grace,Martin Sheen,Stephen Moyer,Odette Yustman",2,"Action, Crime, Drama, Mystery, Thriller",Rated PG-13,98 minutes,The Double,2011,Michael Brandt,"Richard Gere, Topher Grace, Martin Sheen",5.9,"Action, Crime, Drama",98 min,1
280,2106,1190,Immortals,2011,Tarsem Singh,"Henry Cavill,Mickey Rourke,Stephen Dorff,Freida Pinto,Luke Evans,John Hurt,Lysander,Aethra,The Monk,Alan Van Sprang,Peter Stebbings,Daniel Sharman,Isabel Lucas",1.5,"Action, Fantasy, Science Fiction",Rated R,110 minutes,Immortals,2011,Tarsem Singh,"Henry Cavill, Mickey Rourke, John Hurt",6.1,"Action, Drama, Fantasy",110 min,1
282,2133,5420,Contraband,2012,Baltasar Kormakur,"Mark Wahlberg,Kate Beckinsale,Giovanni Ribisi,Ben Foster,J.K. Simmons,Diego Luna,Lukas Haas",2,"Action, Crime, Drama, Thriller",Rated R,109 minutes,Contraband,1980,Lucio Fulci,"Fabio Testi, Ivana Monti, Marcel Bozzuffi",6.5,"Action, Crime, Drama",97 min,0
283,2156,1225,Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,"Robert Downey Jr.,Jude Law,Noomi Rapace,Rachel McAdams,Jared Harris,Stephen Fry,Paul Anderson,Kelly Reilly,Eddie Marsan",3.5,"Action, Adventure, Comedy, Crime, Mystery, Thriller",Rated PG-13,129 minutes,Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris",7.5,"Action, Adventure, Crime",129 min,1
284,2157,1185,Mission: Impossible -- Ghost Protocol,2011,Brad Bird,"Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Michael Nyqvist",3.5,"Action, Adventure, Thriller",Rated PG-13,133 minutes,Mission: Impossible - Ghost Protocol,2011,Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg",7.4,"Action, Adventure, Thriller",133 min,1
285,2162,1175,The Adventures of Tintin,2011,Steven Spielberg,"Jamie Bell,Andy Serkis,Daniel Craig,Nick Frost,Simon Pegg,Toby Jones",3.5,"Action, Adventure, Animation, Family",Rated PG,107 minutes,The Adventures of Tintin,2011,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig",7.4,"Animation, Action, Adventure",107 min,1
286,2164,1222,Haywire,2012,Steven Soderbergh,"Gina Carano,Michael Fassbender,Ewan McGregor,Bill Paxton,Channing Tatum,Antonio Banderas,Michael Douglas",3,"Action, Thriller",Rated R,93 minutes,Haywire,2011,Steven Soderbergh,"Gina Carano, Ewan McGregor, Michael Fassbender",5.8,"Action, Thriller",93 min,1
288,2171,4222,Trespass,2011,Joel Schumacher,"Nicolas Cage,Nicole Kidman,Ben Mendelsohn,Liana Liberato,Cam Gigandet",2,"Crime, Drama, Thriller",Rated R,91 minutes,Trespass,1992,Walter Hill,"Bill Paxton, Ice-T, William Sadler",6.2,"Action, Thriller",101 min,0
290,2187,1546,Boy Wonder,2011,,"Caleb Steinmeyer,Bill Sage,Zulay Henao,Tracy Middendorf",3.5,"Action, Crime, Drama, Thriller",Rated R,93 minutes,Boy Wonder,2010,Michael Morrissey,"Caleb Steinmeyer, Zulay Henao, Bill Sage",6.9,"Action, Crime, Drama",93 min,1
292,2193,1164,Cowboys & Aliens,2011,John Favreau,"Daniel Craig,Harrison Ford,Olivia Wilde,Sam Rockwell,Adam Beach,Paul Dano,Keith Carradine",3,"Action, Science Fiction, Thriller, Western",Rated PG-13,119 minutes,Cowboys & Aliens,2011,Jon Favreau,"Daniel Craig, Harrison Ford, Olivia Wilde",6,"Action, Sci-Fi, Thriller",119 min,1
294,2196,3017,Rise of the Planet of the Apes,2011,Rupert Wyatt,"James Franco,Freida Pinto,John Lithgow,Brian Cox,Tom Felton",3,"Action, Drama, Science Fiction",Rated PG-13,105 minutes,Planet of the Apes,2001,Tim Burton,"Mark Wahlberg, Helena Bonham Carter, Tim Roth",5.7,"Action, Adventure, Sci-Fi",119 min,0
295,2199,1870,The Robber,2011,Benjamin Heisenberg,"Andreas Lust,Franziska Weisz,Markus Schleinzer",2.5,"Crime, Drama, Foreign, Thriller",Rated NR,96 minutes,The Robbers,2009,Shu-peng Yang,"Jun Hu, Wu Jiang, Li-Chun Lee",5.8,Action,93 min,0
296,2201,2272,The Guard,2011,,"Brendan Gleeson,Don Cheadle,Liam Cunningham,David Wilmot,Rory Keenan,Mark Strong,Fionnula Flanagan",3.5,"Action, Comedy, Crime, Foreign, Thriller",Rated R,96 minutes,The Guardian,2006,Andrew Davis,"Kevin Costner, Ashton Kutcher, Sela Ward",6.8,"Action, Adventure, Drama",139 min,0
298,2208,1208,Transformers: Dark of the Moon,2011,Michael Bay,"Shia LaBeouf,Rosie Huntington-Whiteley,Josh Duhamel,John Turturro,Tyrese Gibson,Patrick Dempsey,Frances McDormand,John Malkovich,Kevin Dunn,Julie White,Alan Tudyk,Ken Jeong,Glenn Morshower",1,"Action, Adventure, Science Fiction",Rated PG-13,154 minutes,Transformers: Dark of the Moon,2011,Michael Bay,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson",6.3,"Action, Adventure, Sci-Fi",154 min,1
300,2228,1218,Attack the Block,2011,,"John Boyega,Jodie Whittaker,Alex Esmail,Luke Treadaway,Simon Howard,Nick Frost",3,"Action, Comedy, Foreign, Science Fiction",Rated R,88 minutes,Attack the Block,2011,Joe Cornish,"John Boyega, Jodie Whittaker, Alex Esmail",6.6,"Action, Comedy, Sci-Fi",88 min,1
301,2245,1214,Killer Elite,2011,Gary Mc,"Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,Aden Young",3,"Action, Adventure, Thriller",Rated R,116 minutes,Killer Elite,2011,Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro",6.5,"Action, Crime, Thriller",116 min,1
