ID;title,year,director(s),writer(s),actor(s)
6204;Return of the Living Dead Part II,Ken Wiederhorn,Ken Wiederhorn,Michael Kenworthy,James Karen,Thom Mathews,Suzanne Snyder;1988
6205;Crimson Rivers II: Angels of the Apocalypse,Olivier Dahan,Luc Besson,Jean Reno,Benoît Magimel,Camille Natta,Christopher Lee;2004
6206;Beneath,Dagen Merrill,,Nora Zehetner,Brenna O'Brien,Carly Pope,Don S. Davis;2007
6207;Resident Evil: Retribution,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,Sienna Guillory,Michelle Rodriguez,Aryana Engineer;2012
6208;Blood Sisters,Malin Andersson,Malin Andersson,;2015
6209;Towelhead,Alan Ball,Alan Ball,Alicia Erian,Eugene Jones III,Gemmenne de la Peña,Randy J. Goodwin,Peter Macdissi;2007
6210;Ikiru,Akira Kurosawa,Shinobu Hashimoto,Akira Kurosawa,Takashi Shimura,Haruo Tanaka,Nobuo Kaneko,Bokuzen Hidari;1952
6211;First Daughter,Forest Whitaker,Jessica Bendinger,Jerry O'Connell,Katie Holmes,Marc Blucas,Michael Keaton,Margaret Colin;2004
6212;Creepshow,George A. Romero,Stephen King,Leslie Nielsen,Ed Harris,Hal Holbrook,Ted Danson;1982
6213;Elephant Song,Charles Binamé,Nicolas Billon,Xavier Dolan,Catherine Keener,Carrie-Anne Moss,Bruce Greenwood;2014
6214;El Dorado: City of Gold,Terry Cunningham,,Shane West,Luke Goss,Natalie Martinez,Elden Henson;2010
6215;The Messenger,David Blair,Andrew Kirk,Robert Sheehan,Lily Cole,Joely Richardson,David O'Hara;2015
6216;Good Deeds,Tyler Perry,Tyler Perry,Tyler Perry,Phylicia Rashād,Thandie Newton,Brian J. White;2012
6217;Bears,Alastair Fothergill,Keith Scholey,,John C. Reilly,Victoria Naumova;2014
6218;The Angels' Share,Ken Loach,Paul Laverty,Paul Brannigan,Siobhan Reilly,John Henshaw,Gary Maitland;2012
6219;Bluebird,Lance Edmands,Lance Edmands,Adam Driver,Margo Martindale,John Slattery,Louisa Krause;2014
6220;The Hollow,Sheldon Wilson,Sheldon Wilson,Rick Suvalle,Deborah Kara Unger,Stephanie Hunt,Sarah Dugdale,Richard Harmon;2015
6221;The Yearling,Clarence Brown,Paul Osborn,Marjorie Kinnan Rawlings,Gregory Peck,Jane Wyman,Claude Jarman Jr.,Chill Wills;1946
6222;Blood Work,Clint Eastwood,Michael Connelly,Brian Helgeland,Clint Eastwood,Jeff Daniels,Anjelica Huston,Wanda De Jesus;2002
6223;Paradise: Love,Ulrich Seidl,Ulrich Seidl,Veronika Franz,Margarete Tiesel,Peter Kazungu,Inge Maux,Dunja Sowinetz;2012
6224;Boy A,John Crowley,Jonathan Trigell,Mark O'Rowe,Andrew Garfield,Katie Lyons,Peter Mullan,Alfie Owen;2007
6225;Once Upon a Time in China,Tsui Hark,Gai Chi Yuen,Pik-yin Tang,Edward Leung Yiu-Ming,Tsui Hark,Jet Li,Yuen Biao,Jacky Cheung,Kent Cheng;1991
6226;The Package,Jesse V. Johnson,Derek Kolstad,Steve Austin,Dolph Lundgren,Darren Shahlavi,Monique Ganderton;2013
6227;Bikini Watch,Ben Feleo,,Andrew E.,Ina Raymundo,Shirley Fuentes,Glydel Mercado;1995
6228;The Kids Are All Right,Lisa Cholodenko,Stuart Blumberg,Julianne Moore,Annette Bening,Mark Ruffalo,Mia Wasikowska;2010
6229;The Wing and the Thigh,Claude Zidi,Claude Zidi,Michel Fabre,Louis de Funès,Coluche,Claude Gensac,Ann Zacharias;1976
6230;Hyena,Gerard Johnson,Gerard Johnson,Peter Ferdinando,Stephen Graham,Neil Maskell,Elisa Lasowski;2014
6231;Afternoon Delight,Jill Soloway,Jill Soloway,Kathryn Hahn,Juno Temple,Josh Radnor,Jane Lynch;2013
6232;5 Flights Up,Richard Loncraine,Jill Ciment,Charlie Peters,Morgan Freeman,Carrie Preston,Diane Keaton,Cynthia Nixon;2015
6233;The Land Before Time V: The Mysterious Island,Charles Grosvenor,John Loy,John Ingle,Brandon Lacroix,Aria Noelle Curzon,Rob Paulsen;1997
6234;The Boy and the Beast,Mamoru Hosoda,,Aoi Miyazaki,Shota Sometani,Kōji Yakusho,Haru Kuroki;2015
6235;Have Dreams, Will Travel,Brad Isaacs,Brad Isaacs,Cayden Boyd,AnnaSophia Robb,Val Kilmer,Heather Graham;2007
6236;Girls Lost,Alexandra-Therese Keining,Alexandra-Therese Keining,Jessica Schiefauer,Tuva Jagell,Wilma Holmén,Louise Nyvall,Emrik Öhlander;2015
6237;Gantz,Shinsuke Sato,Yusuke Watanabe,Hiroya Oku,Kazunari Ninomiya,Ken'ichi Matsuyama,Yuriko Yoshitaka,Kanata Hongo;2010
6238;Cowgirls n' Angels,Timothy Armstrong,Timothy Armstrong,Stephan Blinn,Alicia Witt,Jackson Rathbone,James Cromwell,Andrew Sensenig;2012
6239;The Dark Side of the Moon,Stephan Rick,Catharina Junk,Jürgen Prochnow,Moritz Bleibtreu,Nora von Waldstätten,Luc Feit;2015
6240;The Dope,François Desagnat,Thomas Sorriaux,,Michaël Youn,Vincent Desagnat,Zoé Félix,Alex Descas;2003
6241;The French Lieutenant's Woman,Karel Reisz,John Fowles,Harold Pinter,Meryl Streep,Jeremy Irons,Jeremy Irons,Hilton McRae;1981
6242;Anaconda 3: Offspring,Don E. FauntLeRoy,Nicholas Davidoff,David C. Olson,David Hasselhoff,Crystal Allen,Ryan McCluskey,Patrick Regis;2008
6243;Honey,Bille Woodruff,Alonzo Brown,Kim Watson,Jessica Alba,Mekhi Phifer,Joy Bryant,Lil Romeo;2003
6244;Love Is in the Air,Alexandre Castagnetti,Vincent Angell,Nirina Ralanto,Ludivine Sagnier,Nicolas Bedos,Jonathan Cohen,Arnaud Ducret;2015
6245;The Gene Generation,Pearry Reginald Teo,Pearry Reginald Teo,Keith Collea,Bai Ling,Alec Newman,Parry Shen,Faye Dunaway;2007
6246;The Hudsucker Proxy,Joel Coen,Ethan Coen,Joel Coen,Sam Raimi,Tim Robbins,Jennifer Jason Leigh,Paul Newman,Charles Durning;1994
6247;The Music Never Stopped,Jim Kohlberg,Gwyn Lurie,Gary Marks,J.K. Simmons,Julia Ormond,Cara Seymour,Mía Maestro;2011
6248;A Simple Plan,Sam Raimi,Scott B. Smith,Bill Paxton,Bridget Fonda,Billy Bob Thornton,Brent Briscoe;1998
6249;Body Double,Brian De Palma,Brian De Palma,Robert J. Avrech,Craig Wasson,Melanie Griffith,Gregg Henry,Deborah Shelton;1984
6250;Kung Fu Panda Holiday,Tim Johnson,,Jack Black,Dustin Hoffman,Angelina Jolie,Jack McBrayer;2010
6251;Halloween: H20,Steve Miner,Robert Zappia,Matt Greenberg,Jamie Lee Curtis,Josh Hartnett,Adam Arkin,Michelle Williams;1998
6252;Promises,Joel Rodriguez,Carlos Guerrero,Carlos Guerrero,Carlos Jorge Guerrero,Steven Bauer,Carmen Lopez;2015
6253;Now & Later,Philippe Diaz,Philippe Diaz,Shari Solanis,James Wortham,Luis Fernandez-Gil,Adrian Quinonez;2009
6254;Geen koningen in ons bloed,Mees Peijnenburg,,Jonas Smulders,Olivia Lonsdale;2015
6255;The Guru,Daisy von Scherler Mayer,Tracey Jackson,Jimi Mistry,Heather Graham,Marisa Tomei,Michael McKean;2002
6256;Night and the City,Jules Dassin,Jo Eisinger,Gerald Kersh,Richard Widmark,Gene Tierney,Googie Withers,Hugh Marlowe;1950
6257;High Tension,Alexandre Aja,Alexandre Aja,Grégory Levasseur,Cécile De France,Maïwenn,Philippe Nahon,Franck Khalfoun;2003
6258;Biutiful,Alejandro González Iñárritu,Alejandro González Iñárritu,Nicolás Giacobone,Armando Bo,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,Guillermo Estrella;2010
6259;Blood Simple,Joel Coen,Ethan Coen,Joel Coen,John Getz,Frances McDormand,Dan Hedaya,M. Emmet Walsh;1984
6260;Fantastic Planet,René Laloux,Stefan Wul,Jennifer Drake,Eric Baugin,Jean Topart,Jean Valmont;1973
6261;Last Stop 174,Bruno Barreto,,Cris Vianna,Marcello Melo Junior,Michel Gomes,Gabriela Luiz;2008
6262;We Are Marshall,McG,Cory Helms,Jamie Linden,Matthew McConaughey,Matthew Fox,Anthony Mackie,David Strathairn;2006
6263;Forbidden Planet,Fred M. Wilcox,Cyril Hume,Walter Pidgeon,Anne Francis,Leslie Nielsen,Warren Stevens;1956
6264;The Third Key,Zoran Tadić,Pavao Pavličić,Božidar Alić,Vedrana Međimorec,Franjo Majetić,Ivo Gregurević;1983
6265;The Mad Death,Robert Young,,Richard Heffer,Barbara Kellerman,Richard Morant,Brenda Bruce;1983
6266;Le Défilé,Marc Caro,,;1986
6267;The Wizards Return: Alex vs. Alex,Victor Gonzalez,Daniel Berendsen,Vince Cheung,Selena Gomez,Jake T. Austin,Jennifer Stone,Maria Canals-Barrera;2013
6268;Possession,Neil LaBute,Laura Jones,Neil LaBute,Gwyneth Paltrow,Aaron Eckhart,Jeremy Northam,Jennifer Ehle;2002
6269;The Consultant,Leythum,Eric Pearson,Clark Gregg,Maximiliano Hernández,Tim Roth,Robert Downey Jr.;2011
6270;At Any Price,Ramin Bahrani,Ramin Bahrani,Hallie Elizabeth Newton,Dennis Quaid,Zac Efron,Kim Dickens,Clancy Brown;2012
6271;Agent Cody Banks,Harald Zwart,Ashley Edward Miller,Zack Stentz,Scott Alexander,Larry Karaszewski,Frankie Muniz,Hilary Duff,Angie Harmon,Keith David;2003
6272;Virumandi,Kamal Haasan,,Kamal Haasan,Abhirami,Napoleon,Pasupathy;2004
6273;March of the Penguins,Luc Jacquet,Jérôme Maison,Luc Jacquet,Morgan Freeman,Charles Berling,Romane Bohringer,Jules Sitruk;2005
6274;Malicious,Salvatore Samperi,Ottavio Jemma,Alessandro Parenzo,Salvatore Samperi,Laura Antonelli,Turi Ferro,Alessandro Momo,Tina Aumont;1973
6275;Funny Games,Michael Haneke,Michael Haneke,Ulrich Mühe,Susanne Lothar,Arno Frisch,Frank Giering;1997
6276;Red Army,Gabe Polsky,Gabe Polsky,Vyacheslav Fetisov,Vladimir Pozner;2014
6277;Border Run,Gabriela Tagliavini,Don Fiebiger,Amy Kolquist,Sharon Stone,Billy Zane,Rosemberg Salgado,Miguel Rodarte;2012
6278;The Cassandra Crossing,George P. Cosmatos,Robert Katz,George P. Cosmatos,Tom Mankiewicz,Sophia Loren,Richard Harris,Martin Sheen,O.J. Simpson;1976
6279;Central Station,Walter Salles,Marcos Bernstein,Joao Emanuel Carneiro,Walter Salles,Fernanda Montenegro,Marília Pêra,Vinícius de Oliveira,Soia Lira;1998
6280;Chairs in the Snow,,,Josefine Preuß,Alexander Sternberg;2007
6281;The Guilt Trip,Anne Fletcher,Dan Fogelman,Seth Rogen,Barbra Streisand,Yvonne Strahovski,Colin Hanks;2012
6282;Frontera,Michael Berry,Louis Moulinet,Ed Harris,Eva Longoria,Michael Peña,Amy Madigan;2014
6283;The Verdict,Sidney Lumet,Sidney Lumet,David Mamet,Barry Reed,Paul Newman,Charlotte Rampling,Jack Warden,James Mason;1982
6284;Meet Bill,Bernie Goldmann,Melisa Wallack,Melisa Wallack,Logan Lerman,Aaron Eckhart,Jessica Alba,Elizabeth Banks;2007
6285;The Ladykillers,Ethan Coen,Joel Coen,Ethan Coen,Joel Coen,William Rose,Tom Hanks,Irma P. Hall,Marlon Wayans,J.K. Simmons;2004
6286;Malice,Harold Becker,Aaron Sorkin,Scott Frank,Alec Baldwin,Nicole Kidman,Bill Pullman,Bebe Neuwirth;1993
6287;Bait,Dominic Brunt,Paul Roundell,Victoria Smurfit,Joanne Mitchell,Jonathan Slinger,Rula Lenska;2015
6288;Private Call,,,Robert Donavan,Brad Bartrum;2001
6289;Irresistible,Ann Turner,Ann Turner,Susan Sarandon,Sam Neill,Emily Blunt,Bud Tingwell;2006
6290;The Beastmaster,Don Coscarelli,Don Coscarelli,Paul Pepperman,Marc Singer,Tanya Roberts,Rip Torn,John Amos;1982
6291;Sleeping Beauty,Julia Leigh,Julia Leigh,Emily Browning,Rachael Blake,Ewen Leslie,Mirrah Foulkes;2011
6292;Thirst,Park Chan-wook,Park Chan-wook,Seo-Gyeong Jeong,Émile Zola,Song Kang-ho,Kim Ok-bin,Kim Hae-sook,Shin Ha-kyun;2009
6293;Like Sunday, Like Rain,Frank Whaley,Frank Whaley,Leighton Meester,Debra Messing,Billie Joe Armstrong,Julian Shatkin;2014
6294;Schoolgirl Report Part 3: What Parents Find Unthinkable,Walter Boos,Ernst Hofbauer,Günther Heller,Friedrich von Thun,Michael Schreiner,Werner Abrolat,Gunther Möhner;1972
6295;The Stoning of Soraya M.,Cyrus Nowrasteh,Betsy Giffen Nowrasteh,Freidoune Sahebjam,Cyrus Nowrasteh,Shohreh Aghdashloo,Mozhan Marnò,Jim Caviezel,Navid Negahban;2008
6296;Nightlight,Scott Beck,Bryan Woods,Shelby Young,Chloe Bridges,Carter Jenkins,Mitch Hewer;2015
6297;Barbie as Rapunzel,Owen Hurley,Elana Lesser,Cliff Ruby,Kelly Sheridan,Anjelica Huston,Cree Summer,Ian James Corlett;2002
6298;Already Dead,Joe Otting,Joe Chappelle,Ron Eldard,Til Schweiger,Patrick Kilpatrick,Marisa Coughlan;2007
6299;The Ballad of Cable Hogue,Sam Peckinpah,John Crawford,Edmund Penney,Gordon T. Dawson,Jason Robards,Stella Stevens,David Warner,Slim Pickens;1970
6300;The Legend of 1900,Giuseppe Tornatore,Alessandro Baricco,Giuseppe Tornatore,Tim Roth,Pruitt Taylor Vince,Mélanie Thierry,Bill Nunn;1998
6301;Newsies,Kenny Ortega,,Christian Bale,Bill Pullman,Ann-Margret,Robert Duvall;1992
6302;The Best Man,Malcolm D. Lee,Malcolm D. Lee,Nia Long,Morris Chestnut,Harold Perrineau,Terrence Howard;1999
6303;Tintin and the Temple of the Sun,Eddie Lateste,,Philippe Ogouz,Claude Bertrand,Lucie Dolène,Claus Ryskjær;1969
6304;Ju-on: The Curse,Takashi Shimizu,Takashi Shimizu,Yûrei Yanagi,Yue,Ryôta Koyama,Yumi Yoshiyuki;2000
6305;X,Jon Hewitt,Jon Hewitt,Belinda McClory,Viva Bianca,Hanna Mangan Lawrence,Wayne Blair ,Peter Docker;2011
6306;Katyn,Andrzej Wajda,Władysław Pasikowski,Przemysław Nowakowski,Andrzej Wajda,Artur Żmijewski,Maja Ostaszewska,Andrzej Chyra,Danuta Stenka;2007
6307;Goodbye Bafana,Bille August,Bob Graham,James Gregory,Greg Latter,Joseph Fiennes,Dennis Haysbert,Diane Kruger,Shiloh Henderson;2007
6308;Winners & Sinners,Sammo Hung,Sammo Hung,Barry Wong,Sammo Hung,Richard Ng,Stanley Fung,John Shum;1983
6309;Hot Rod,Akiva Schaffer,Pam Brady,Andy Samberg,Isla Fisher,Bill Hader,Sissy Spacek;2007
6310;Near Dark,Kathryn Bigelow,Kathryn Bigelow,Eric Red,Adrian Pasdar,Jenny Wright,Lance Henriksen,Bill Paxton;1987
6311;Burning Bright,Carlos Brooks,,Briana Evigan,Garret Dillahunt,Meat Loaf,Preston Bailey;2010
6312;Trial and Error,Jonathan Lynn,Sara Bernstein,Gregory Bernstein,Jeff Daniels,Charlize Theron,Michael Richards,Jessica Steen;1997
6313;Kung Fu Dunk,Chu Yen-ping,,Jay Chou,Charlene Choi,Eric Tsang,Baron Chen;2008
6314;Drones,Rick Rosenthal,Matt Witten,Matt O'Leary,Eloise Mumford,Whip Hubley,William Russell;2013
6315;Three Colors: White,Krzysztof Kieślowski,Krzysztof Kieślowski,Krzysztof Piesiewicz,Zbigniew Zamachowski,Julie Delpy,Janusz Gajos,Jerzy Stuhr;1994
6316;About Elly,Asghar Farhadi,Asghar Farhadi,Azad Jafarian,Golshifteh Farahani,Shahab Hosseini,Taraneh Alidoosti,Peyman Moaadi;2009
6317;The Getaway,Sam Peckinpah,Walter Hill,Jim Thompson,Steve McQueen,Ali MacGraw,Ben Johnson,Al Lettieri;1972
6318;The Getaway,Sam Peckinpah,Walter Hill,Jim Thompson,Steve McQueen,Ali MacGraw,Ben Johnson,Al Lettieri;1972
6319;The Countess,Julie Delpy,Julie Delpy,Julie Delpy,William Hurt,Daniel Brühl,Anamaria Marinca;2009
6320;Flying Colors,Nobuhiro Doi,Hiroshi Hashimoto,Kasumi Arimura,Atsushi Itō,Shūhei Nomura,Airi Matsui;2015
6321;Osmosis Jones,Bobby Farrelly,Peter Farrelly,Marc Hyman,Chris Rock,Laurence Fishburne,David Hyde Pierce,Brandy Norwood;2001
6322;The Man Without a Face,Mel Gibson,Isabelle Holland,Malcolm MacRury,Mel Gibson,Nick Stahl,Margaret Whitton,Fay Masterson;1993
6323;Riff-Raff,Ken Loach,Bill Jesse,Robert Carlyle,Emer McCourt,Jim R. Coleman,George Moss;1991
6324;Ice Angel,George Erschbamer,Rob Kerchner,Scott Sandin,Nicholle Tom,Tara Lipinski,Nancy Kerrigan,Gwynyth Walsh;2000
6325;Debug,David Hewlett,David Hewlett,Jeananne Goossen,Adrian Holmes,Adam Butcher,Jason Momoa;2014
6326;Dragon Ball Z: The World's Strongest,Daisuke Nishio,Akira Toriyama,Toshio Furukawa,Mayumi Tanaka,Masako Nozawa,Masako Nozawa;1990
6327;Parental Guidance,Andy Fickman,,Billy Crystal,Bette Midler,Marisa Tomei,Tom Everett Scott;2012
6328;Heavenly Creatures,Peter Jackson,Peter Jackson,Fran Walsh,Melanie Lynskey,Kate Winslet,Sarah Peirse,Simon O'Connor;1994
6329;Stone,John Curran,Angus MacLachlan,Frances Conroy,Robert De Niro,Edward Norton,Milla Jovovich;2010
6330;Arabian Nights,John Rawlins,Michael Hogan,Jon Hall,Maria Montez,Sabu,Leif Erickson;1942
6331;Scarecrow,Jerry Schatzberg,Garry Michael White,Gene Hackman,Al Pacino,Dorothy Tristan,Ann Wedgeworth;1973
6332;Blind Dating,James Keach,Christopher Theo,Chris Pine,Anjali Jay,Stephen Tobolowsky,Jane Seymour;2006
6333;Strayed,André Téchiné,Gilles Perrault,Gilles Taurand,André Téchiné,Emmanuelle Béart,Gaspard Ulliel,Clémence Meyer,Samuel Labarthe;2003
6334;Bird,Clint Eastwood,Joel Oliansky,Forest Whitaker,Diane Venora,Keith David,Damon Whitaker;1988
6335;A Frozen Flower,Yoo Ha,Yoo Ha,Zo In-Sung,Joo Jin-Mo,Song Ji-Hyo,JiHo Shim;2008
6336;In Place,Jasper Strik,Erwin van de Luitgaarden,Tom Henny,Jasper Strik,Lizette Abrahams,Femke Kapteijn,Robert Rosier,Tom Henny;2015
6337;Troublemakers,Terence Hill,Jess Hill,Terence Hill,Bud Spencer,Boots Southerland,Ruth Buzzi;1994
6338;Laura,Otto Preminger,Vera Caspary,Jay Dratler,Samuel Hoffenstein,Elizabeth Reinhardt,Gene Tierney,Dana Andrews,Clifton Webb,Vincent Price;1944
6339;The Broken,Sean Ellis,Sean Ellis,Lena Headey,Ulrich Thomsen,Melvil Poupaud,Michelle Duncan;2008
6340;Crying Freeman,Christophe Gans,Kazuo Koike,Ryoichi Ikegami,Christophe Gans,Thierry Cazals,Roger Avary,Mark Dacascos,Julie Condra,Rae Dawn Chong,Byron Mann;1995
6341;Revenge of the Nerds II: Nerds in Paradise,Joe Roth,Tim Metcalfe,Robert Carradine,Curtis Armstrong,Larry B. Scott,Timothy Busfield;1987
6342;Hell in a Bottle,Yoshihiro Kawasaki,Kazuo Komizu,Hitomi Kobayashi,Minako Ogawa;1986
6343;The Answer Man,John Hindman,John Hindman,Jeff Daniels,Lauren Graham,Lou Taylor Pucci,Kat Dennings;2009
6344;Romper Stomper,Geoffrey Wright,Geoffrey Wright,Russell Crowe,Daniel Pollock,Jacqueline McKenzie,Alex Scott;1992
6345;Glengarry Glen Ross,James Foley,David Mamet,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin;1992
6346;True Grit,Henry Hathaway,Marguerite Roberts,Charles Portis,John Wayne,Kim Darby,Jeremy Slate,Dennis Hopper;1969
6347;Assassin,J.K. Amalou,J.K. Amalou,Danny Dyer,Gary Kemp,Martin Kemp,Anouska Mond;2015
6348;The Glass House,Daniel Sackheim,Wesley Strick,Leelee Sobieski,Trevor Morgan,Stellan Skarsgård,Diane Lane;2001
6349;The Last Starfighter,Nick Castle,Jonathan R. Betuel,Lance Guest,Dan O'Herlihy,Catherine Mary Stewart,Barbara Bosson;1984
6350;Wild Child,Nick Moore,Lucy Dahl,Emma Roberts,Lexi Ainsworth,Shelby Young,Johnny Pacar;2008
6351;Godsend,Nick Hamm,Mark Bomback,Greg Kinnear,Rebecca Romijn,Robert De Niro,Cameron Bright;2004
6352;Jackass Presents: Bad Grandpa .5,Jeff Tremaine,,Johnny Knoxville,Spike Jonze,Jackson Nicoll,Gregg Harris;2014
6353;Saint Laurent,Bertrand Bonello,Thomas Bidegain,Gaspard Ulliel,Jérémie Renier,Léa Seydoux,Louis Garrel;2014
6354;Girl Gets Girl,Sonia Sebastián,Sonia Sebastián,Cristina Pons,Angel Turlan,María Botto,Jane Badler,Celia Freijeiro,Adrián Lastra;2015
6355;Delta Force 2: The Colombian Connection,Aaron Norris,,Chuck Norris,Billy Drago,John P. Ryan,Richard Jaeckel;1990
6356;Down Periscope,David S. Ward,Hugh Wilson,Andrew Kurtzman,Eliot Wald,Kelsey Grammer,Lauren Holly,Rob Schneider,Harry Dean Stanton;1996
6357;The Long Way Home,Cheon Seong-il,,Sol Kyung-Gu,Yeo Jin-goo,Lee Kyoung-Young,Jung Suk-won;2015
6358;Farewell, My Queen,Benoît Jacquot,Chantal Thomas,Benoît Jacquot,Gilles Taurand,Diane Kruger,Léa Seydoux,Virginie Ledoyen,Xavier Beauvois;2012
6359;Tom Jones,Tony Richardson,John Osborne,Henry Fielding,Albert Finney,Susannah York,Hugh Griffith,Edith Evans;1963
6360;Pirates of the Caribbean: Tales of the Code: Wedlocked,James Ward Byrkit,Ted Elliott,Terry Rossio,John Vickery,Vanessa Branch,Lauren Maher,David Bailie;2011
6361;MacGruber,Jorma Taccone,Will Forte,John Solomon,Will Forte,Kristen Wiig,Val Kilmer,Ryan Phillippe;2010
6362;Outatime: Saving the DeLorean Time Machine,Steve Concotelli,,Bob Gale,Terry Matalas,Kevin Pike,Michael Lantieri;2015
6363;Until Death,Simon Fellows,Dan Harris,James Portolese,Jean-Claude Van Damme,Selina Giles,Mark Dymond,William Ash;2007
6364;Tekken: Blood Vengeance,Youichi Mouri,Dai Sato,Maaya Sakamoto,Yuki Matsuoka,Mamoru Miyano,Masanori Shinohara;2011
6365;The Believer,Henry Bean,Henry Bean,Mark Jacobson,Ryan Gosling,Summer Phoenix,Theresa Russell,Billy Zane;2001
6366;The Last Deadly Mission,Olivier Marchal,Olivier Marchal,Daniel Auteuil,Olivia Bonamy,Catherine Marchal,Francis Renaud;2008
6367;Womb,Benedek Fliegauf,Benedek Fliegauf,Eva Green,Matt Smith,Lesley Manville,Peter Wight;2010
6368;Elektra Luxx,Sebastian Gutierrez,Sebastian Gutierrez,Carla Gugino,Joseph Gordon-Levitt,Timothy Olyphant,Adrianne Palicki;2010
6369;Fletch,Michael Ritchie,Gregory McDonald,Andrew Bergman,Chevy Chase,Joe Don Baker,Dana Wheeler-Nicholson,Richard Libertini;1985
6370;Great Expectations,Mike Newell,David Nicholls,Ralph Fiennes,Helena Bonham Carter,Jason Flemyng,Robbie Coltrane;2012
6371;Son of Rambow,Garth Jennings,Garth Jennings,Neil Dudgeon,Bill Milner,Jessica Hynes,Anna Wing;2007
6372;An Ideal Husband,Oliver Parker,Oliver Parker,Cate Blanchett,Minnie Driver,Rupert Everett,Julianne Moore;1999
6373;Fjorton suger,Filippa Freijd,Martin Jern,Martin Jern,Elin Ahlberg,Jesper Fridh,Andreas Karoliussen,Björn Månsson;2004
6374;Natalie,Joo Kyeong-joong,Joo Kyeong-joong,Kim Wook,Lee Sung-jae,Kim Ji-hoon-I,Yeon-woo Hyeon-jin,Kim Gi-yeon-I;2010
6375;Turtle: The Incredible Journey,Nick Stringer,,Miranda Richardson,Daniel Braga,Hannelore Elsner;2011
6376;Goon,Michael Dowse,Jay Baruchel,Evan Goldberg,Seann William Scott,Jay Baruchel,Alison Pill,Liev Schreiber;2011
6377;Broken,Rufus Norris,Daniel Clay,Mark O'Rowe,Tim Roth,Eloise Laurence,Cillian Murphy,Zana Marjanović;2012
6378;Lucky Numbers,Nora Ephron,Adam Resnick,John Travolta,Lisa Kudrow,Tim Roth,Ed O'Neill;2000
6379;And God Created Woman,Roger Vadim,Raoul Lévy,Roger Vadim,Brigitte Bardot,Jean-Louis Trintignant,Curd Jürgens,Jane Marken;1956
6380;Hooking Up,Vincent Scordia,Jeff Siegel,Corey Feldman,Brian O'Halloran,Bronson Pinchot;2009
6381;Barbie of Swan Lake,Owen Hurley,,Kelly Sheridan,Mark Hildreth,Kelsey Grammer,Maggie Wheeler;2003
6382;Flawless,Michael Radford,Edward Anderson,Demi Moore,Michael Caine,Lambert Wilson,Nathaniel Parker;2007
6383;City Hall,Harold Becker,Ken Lipper,Al Pacino,John Cusack,Bridget Fonda,Danny Aiello;1996
6384;Asterix and Cleopatra,René Goscinny,Lee Payant,Albert Uderzo,Jos Marissen,Eddie Lateste,Pierre Tchernia,Roger Carel,Jacques Morel,Lucien Raimbourg,Micheline Dax;1968
6385;Bride of Frankenstein,James Whale,William Hurlbut,John L. Balderston,Boris Karloff,Colin Clive,Valerie Hobson,Ernest Thesiger;1935
6386;Shinobi: Heart Under Blade,Ten Shimoyama,Kenya Hirata,Futaro Yamada,Yukie Nakama,Erika Sawajiri,Tomoka Kurotani,Joe Odagiri;2005
6387;Freezer,Mikael Salomon,Tom Doganoglu,Shane Weisfeld,Dylan McDermott,Peter Facinelli,David McNally,Andrey Ivchenko;2014
6388;Monsoon,Jag Mundhra,Greg Heffernan,Richard Tyson,Matt McCoy,Doug Jeffery,Gulshan Grover;2001
6389;Dungeons & Dragons: The Book of Vile Darkness,Gerry Lively,Brian Rudnick,Charlotte Hunter,Jack Derges,Anthony Howell,Eleanor Gecks;2012
6390;,,,,
6391;Snow Angels,David Gordon Green,David Gordon Green,Stewart O'Nan,Kate Beckinsale,Sam Rockwell,Michael Angarano,Olivia Thirlby;2007
6392;Prelude,Nathaniel Dorsky,,;2015
6393;Fragile,Jaume Balagueró,Jaume Balagueró,Jordi Galceran,Calista Flockhart,Richard Roxburgh,Elena Anaya,Gemma Jones;2005
6394;Nelly and Monsieur Arnaud,Claude Sautet,Claude Sautet,Jacques Fieschi,Yves Ulmann,Emmanuelle Béart,Michel Serrault,Jean-Hugues Anglade,Claire Nadeau;1995
6395;Bullit & Ripper,Kad Merad,Julien Rappeneau,Kad Merad,Olivier Baroux,Audrey Fleurot,Laurent Lafitte;2012
6396;In Darkness,Agnieszka Holland,Robert Marshall,David F. Shamoon,Robert Więckiewicz,Benno Fürmann,Agnieszka Grochowska,Maria Schrader;2011
6397;Cabbage Soup,Jean Girault,Louis de Funès,René Fallet,Jean Halain,Louis de Funès,Jean Carmet,Jacques Villeret,Claude Gensac;1981
6398;Friday,F. Gary Gray,DJ Pooh,Ice Cube,Ice Cube,Chris Tucker,Nia Long,Tommy Lister;1995
6399;Candleshoe,Norman Tokar,David Swift,Rosemary Anne Sisson,David Niven,Jodie Foster,Helen Hayes,Leo McKern;1977
6400;Dragon Ball Z: Dead Zone,Daisuke Nishio,Akira Toriyama,Toshio Furukawa,Mayumi Tanaka,Akira Kamiya,Masako Nozawa;1989
6401;Parenthood,Ron Howard,Babaloo Mandel,Lowell Ganz,Steve Martin,Mary Steenburgen,Dianne Wiest,Jason Robards;1989
