id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
1914,prometheus,2012,Ridley Scott,"Noomi Rapace,Michael Fassbender,Logan Marshall-Green,Charlize Theron,Idris Elba",4.0,"Action, Horror, Science Fiction, Thriller",Rated R,124 minutes
1915,french cancan,1954,,,4.0,"Comedy, Drama, Musical",Rated Unrated,102 minutes
1916,nate and margaret,2012,Nathan Adloff,"Natalie West,Tyler Ross,Conor McCahill,Gaby Hoffmann,Charles Solomon Jr.",3.0,Comedy,Rated NR,79 minutes
1917,elles,2012,Malgoska Szumowska,"Juliette Binoche,Anais Demoustier,Joanna Kulig",2.5,"Drama, Foreign, Romance",Rated NC-17,99 minutes
1918,the best exotic marigold hotel,2012,John Madden,"Judi Dench,Maggie Smith,Bill Nighy,Penelope Wilton,Tom Wilkinson,Celia Imrie,Ronald Pickup,Dev Patel,Tena Desae",3.5,"Comedy, Drama, Foreign",Rated PG-13,124 minutes
1919,"peace, love & misunderstanding",2012,Bruce Beresford,"Jane Fonda,Catherine Keener,Elizabeth Olsen,Nat Wolff,Jeffrey Dean Morgan,Chace Crawford,Kyle MacLachlan,Marissa O’Donnell,Rosanna Arquette",3.0,"Comedy, Drama, Romance",Rated R,96 minutes
1920,surviving progress,2012,"Harold Crooks, Mathieu Roy",,3.5,Documentary,Rated NR,86 minutes
1921,keyhole,2012,Guy Maddin,"Jason Patric,Isabella Rossellini,Louis Negin,Udo Kier,David Wontner",3.0,"Action, Drama, Thriller",Rated R,94 minutes
1922,sparkle,2012,Salim Akil,"Jordin Sparks,Whitney Houston,Derek Luke,Mike Epps,Carmen Ejogo,Tika Sumpter,Omari Hardwick,Cee Lo Green",3.0,"Drama, Music",Rated PG-13,116 minutes
1923,dark shadows,2012,Tim Burton,"Johnny Depp,Michelle Pfeiffer,Helena Bonham-Carter,Eva Green,Jonny Lee Miller,Chloe Grace Moretz",2.5,"Drama, Horror, Mystery",Rated PG-13,113 minutes
1924,sacrifice,2012,Chen Kaige,"Ge You,Hai Qing,Wang Xueqi,Vincent Zhao,Fan Bingbing",3.5,"Action, Drama, History, Thriller",Rated NR,128 minutes
1925,el velador,2012,Natalia Almada,,3.5,Foreign,Rated NR,72 minutes
1926,the dictator,2012,Larry Charles,"Sacha Baron Cohen,Anna Faris,Megan Fox,Jason Mantzoukas,Ben Kingsley,John C. Reilly",3.0,Comedy,Rated R,83 minutes
1927,qwerty,2012,Bill Sebastian,"Dana Pupkin,Eric Hailey,Bill Redding,Joel Wiersema",3.0,Comedy,Rated NR,
1928,red lights,2012,Rodrigo Cortes,"Sigourney Weaver,Robert De Niro,Cillian Murphy,Elizabeth Olsen,Joely Richardson,Toby Jones",2.5,"Mystery, Thriller",Rated R,119 minutes
1929,step up revolution,2012,Scott Speer,"Kathryn McCormick,Ryan Guzman,Peter Gallagher,Cleopatra Coleman,Adam G. Sevani",2.0,"Drama, Music, Romance",Rated PG-13,99 minutes
1930,the watch,2012,Akiva Schaffer,"Ben Stiller,Vince Vaughn,Jonah Hill,Richard Ayoade,Rosemarie DeWitt,Will Forte,R. Lee Ermey",2.0,"Comedy, Science Fiction",Rated R,98 minutes
1931,total recall,2012,Len Wiseman,"Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston,Bokeem Woodbine,Bill Nighy",3.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,121 minutes
1932,killer joe,2012,William Friedkin,"Matthew McConaughey,Emile Hirsch,Juno Temple,Thomas Haden Church,Gina Gershon",3.0,"Comedy, Drama, Thriller",Rated NC-17,102 minutes
1933,bill w.,2012,"Dan Carracino,Kevin Hanlon","Blake J. Evans,Chris Gates,Julia Schell,Tim Intravia,Bill Weeden",3.0,Documentary,Rated NR,104 minutes
1934,the queen of versailles,2012,Lauren Greenfield,,3.5,Documentary,Rated PG,100 minutes
1935,the babymakers,2012,Jay Chandrasekhar,"Paul Schneider,Olivia Munn,Kevin Heffernan,Wood Harris,Nat Faxon,Aisha Tyler,Collette Wolfe",1.0,"Adventure, Comedy",Rated R,93 minutes
1936,hope springs,2012,David Frankel,"Meryl Streep,Tommy Lee Jones,Steve Carell",3.0,"Comedy, Drama, Romance",Rated PG-13,100 minutes
1937,the bourne legacy,2012,,"Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Stacy Keach,Albert Finney,David Strathairn",2.5,"Action, Thriller",Rated PG-13,120 minutes
1938,the campaign,2012,Jay Roach,"Will Ferrell,Zach Galifianakis,Jason Sudeikis,Dylan McDermott,Katherine LaNasa,Sarah Baker,John Lithgow,Dan Aykroyd,Brian Cox",3.0,Comedy,Rated R,97 minutes
1939,the curators of dixon school,2012,Pamela Sherrod Anderson,"Joan Dameron Chrisler,Carol Briggs",3.0,,Rated NR,80 minutes
1940,a simple life,2012,Ann Hui,"Andy Lau,Deanie Ip,Paul Chun,Fuli Wang",4.0,"Drama, Foreign",Rated NR,118 minutes
1941,searching for sugar man,2012,Malik Bendjelloul,,4.0,Documentary,Rated PG-13,85 minutes
1942,kumare,2012,Vikram Gandhi,"Vikram Gandhi,Purva Bedi,Kristin Calgaro",3.0,,Rated NR,
1943,unforgiveable,2012,Andre Techine,"Andre Dussollier,Carole Bouquet,Melanie Thierry,Adriana Asti,Mauro Conte,Alexis Loret,Zoe Duthion",3.5,,Rated NR,
1944,the odd life of timothy green,2012,Peter Hedges,"Jennifer Garner,Joel Edgerton,CJ Adams,Odeya Rush,Shohreh Aghdashloo,Rosemarie DeWitt,David Morse,M. Emmet Walsh,Lois Smith,Manuel Miranda,Dianne Wiest,Ron Livingston,James Rebhorn,Cal Common",3.5,"Comedy, Drama, Family, Fantasy",Rated PG,105 minutes
1945,celeste and jesse forever,2012,Lee Toland Krieger,"Rashida Jones,Andy Samberg,Ari Graynor,Eric Christian Olsen,Elijah Wood,Will McCormack",3.5,"Comedy, Drama, Romance",Rated R,91 minutes
1946,why stop now,2012,"Philip Dorling, Ron Nyswaner","Jesse Eisenberg,Melissa Leo,Tracy Morgan,Paul Calderon,Isiah Whitlock Jr.",3.5,"Comedy, Drama",Rated NR,88 minutes
1947,2 days in new york,2012,Julie Delpy,"Julie Delpy,Chris Rock,Albert Delpy,Kate Burton,Dylan Baker",3.5,Comedy,Rated Unrated,91 minutes
1948,headhunters,2012,Morten Tyldum,"Aksel Hennie,Nikolaj Coster-Waldau",3.5,"Crime, Foreign, Thriller",Rated R,100 minutes
1949,girl in progress,2012,Patricia Riggen,"Eva Mendes,Cierra Ramirez,Patricia Arquette,Matthew Modine,Raini Rodriguez,Landon Liboiron,Eugenio Derbez,Richard Harmon,Russell Peters,Brenna O’Brien",1.5,"Comedy, Drama, Foreign",Rated PG-13,93 minutes
1950,god bless america,2012,Bobcat Goldthwait,"Joel Murray,Tara Lynne Barr,Mackenzie Brooke Smith,Melinda Page Hamilton,Rich McDonald",2.0,"Comedy, Drama",Rated R,104 minutes
1951,the sound of my voice,2012,Zal Batmanglij,"Christopher Denham,Nicole Vicius,Brit Marling",3.0,Drama,Rated R,85 minutes
1952,la collectionneuse,1967,Eric Rohmer,"Patrick Bauchau,Haydée Politoff",4.0,"Comedy, Drama, Foreign, Romance",,89 minutes
1953,battleship,2012,Peter Berg,"Taylor Kitsch,Alexander Skarsgard,Rihanna,Brooklyn Decker,Liam Neeson,Hamish Linklater",2.5,"Action, Science Fiction, Thriller, War",Rated PG-13,131 minutes
1954,the samaritan,2012,David Weaver,"Luke Kirby,Ruth Negga,Tom Wilkinson,Deborah Kara Unger,Gil Bellows",3.0,Thriller,Rated NR,90 minutes
1955,where do we go now?,2012,Nadine Labaki,"Nadine Labaki,Leyla Hakim,Yvonne Maalouf,Antoinette Noufaily",2.5,"Comedy, Drama, Foreign",Rated PG-13,110 minutes
1956,what to expect when you're expecting,2012,Kirk Jones,"Cameron Diaz,Jennifer Lopez,Elizabeth Banks,Chace Crawford,Brooklyn Decker,Anna Kendrick,Matthew Morrison,Ben Falcone,Dennis Quaid,Chris Rock,Rodrigo Santoro",2.5,"Comedy, Drama, Romance",Rated PG-13,110 minutes
1957,quill: the life of a guide dog,2012,Yoichi Sai,"Kaoru Kobayashi,Kippei Shiina",3.0,"Drama, Foreign",Rated NR,100 minutes
1958,bernie,2012,Richard Linklater,"Jack Black,Shirley MacLaine,Matthew McConaughey,Brandon Smith",3.5,"Comedy, Crime, Drama",Rated R,100 minutes
1959,polisse,2012,Maïwenn Le Besco,"Karin Viard,Joey Starr,Marina Fois,Nicolas Duvauchelle,Maïwenn Le Besco,Karole Rocher",2.5,"Crime, Drama, Foreign",Rated NR,127 minutes
1960,hick,2012,Derick Martini,"Chloe Grace Moretz,Blake Lively,Alec Baldwin,Eddie Redmayne,Juliette Lewis,Anson Mount,Rory Culkin",1.5,"Comedy, Drama",Rated R,99 minutes
1961,men in black iii,2012,Barry Sonnenfeld,"Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,Michael Stuhlbarg,Alice Eve,David Rasche",3.0,,Rated PG-13,
1962,henning mankell's wallander,2012,Charlotte Brandstrom,"Krister Henriksson,Lena Endre,Sverrir Gudnason,Jens Hulten",3.5,,Rated NR,
1963,hysteria,2012,Tanya Wexler,"Hugh Dancy,Maggie Gyllenhaal,Jonathan Pryce,Felicity Jones,Rupert Everett",3.0,"Comedy, Foreign, Romance",Rated R,100 minutes
1964,for greater glory,2012,Dean Wright,"Andy Garcia,Ruben Blades,Eva Longoria,Bruce Greenwood,Peter O'Toole,Bruce McGill,Catalina Sandino Moreno",2.5,"Drama, Foreign, History, War",Rated R,145 minutes
1965,the woman in the fifth,2012,Pawel Pawlikowski,"Ethan Hawke,Kristin Scott Thomas,Joanna Kulig,Samir Guesmi",3.5,"Foreign, Mystery, Thriller",Rated R,85 minutes
1966,i wish,2012,Hirokazu Kore-eda,"Koki Maeda,Ohshiro Maeda,Nene Ohtsuka,Hiroshi Abe,Joe Odagiri",3.5,"Drama, Foreign",Rated PG,127 minutes
1967,to rome with love,2012,Woody Allen,"Woody Allen,Alec Baldwin,Roberto Benigni,Penelope Cruz,Judy Davis,Jesse Eisenberg,Greta Gerwig,Ellen Page",3.0,Comedy,Rated R,112 minutes
1968,magic mike,2012,Steven Soderbergh,"Channing Tatum,Matthew McConaughey,Alex Pettyfer,James Martin Kelly,Kevin Nash,Olivia Munn,Matt Bomer",3.0,"Comedy, Drama",Rated R,110 minutes
1969,goodbye first love,2012,Mia Hansen-Love,"Lola Creton,Sebastian Urzendowsky,Magne-Havard Brekke",3.0,"Drama, Foreign, Romance",Rated NR,110 minutes
1970,ted,2012,Seth MacFarlane,"Mark Wahlberg,Mila Kunis,Giovanni Ribisi,Patrick Stewart,Joel McHale,Patrick Warburton,Aedin Mincks,Matt Walsh",3.5,"Comedy, Fantasy",Rated R,106 minutes
1971,people like us,2012,Alex Kurtzman,"Chris Pine,Elizabeth Banks,Olivia Wilde,Jon Favreau,Michelle Pfeiffer,Philip Baker Hall",2.5,Drama,Rated PG-13,114 minutes
1972,last ride,2012,Glendyn Ivin,"Hugo Weaving,Tom Russell,Anita Hegh,John Brumpton",4.0,"Drama, Foreign",Rated NR,90 minutes
1973,beasts of the southern wild,2012,Benh Zeitlin,"Dwight Henry,Levy Easterly,Lowell Landes,Pamela Harper",4.0,Drama,Rated PG-13,93 minutes
1974,the invisible war,2012,,,3.0,"Crime, Documentary, Drama, History",Rated Unrated,93 minutes
1975,the day he arrives,2012,Sang-soo Hong,"Yu Jun-sang,Kim Sang-joong,Seon-mi Song,Kim Bo-kyung",3.5,"Drama, Foreign",Rated NR,79 minutes
1976,the amazing spider-man,2012,Marc Webb,"Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen,Sally Field",3.5,"Action, Adventure, Thriller",Rated PG-13,136 minutes
1977,savages,2012,Oliver Stone,"Taylor Kitsch,Blake Lively,Aaron Johnson,John Travolta,Benicio Del Toro,Salma Hayek",3.5,"Crime, Drama, Thriller",Rated R,131 minutes
1978,the do-deca-pentathlon,2012,"Jay, Mark Duplass","Mark Kelly,Steve Zissis,Jennifer Lafleur,Reid Williams,Julie Vorus,Noel Wells",3.0,Comedy,Rated R,76 minutes
1979,spirited away,2002,Hayao Miyazaki,"Daveigh Chase,Suzanne Pleshette,Jason Marsden,David Ogden Stiers,Lauren Holly,John Ratzenberger",4.0,"Adventure, Animation, Family, Foreign",Rated PG,124 minutes
1980,ice age: continental drift,2012,"Steve Martino,Michael Thurmeier","Ray Romano,John Leguizamo,Denis Leary,Chris Wedge,Seann William Scott,Josh Peck,Peter Dinklage,Wanda Sykes,Jennifer Lopez,Queen Latifah",2.0,"Adventure, Animation, Comedy, Family",Rated PG,88 minutes
1981,the dark knight rises,2012,Christopher Nolan,"Christian Bale,Anne Hathaway,Tom Hardy,Marion Cotillard,Joseph Gordon-Levitt,Michael Caine,Gary Oldman,Morgan Freeman",3.0,"Action, Crime, Drama, Thriller",Rated PG-13,165 minutes
1982,take this waltz,2012,Sarah Polley,"Michelle Williams,Seth Rogen,Luke Kirby,Sarah Silverman",3.0,"Drama, Romance",Rated R,116 minutes
1983,neil young journeys,2012,Jonathan Demme,,3.0,Documentary,Rated PG,87 minutes
1984,elena,2012,Andrei Zvyagintsev,"Nadezhda Markina,Alexey Rozin,Andrey Smirnov,Elena Lyadova",3.0,,Rated NR,
1985,a burning hot summer,2012,Philippe Garrel,"Monica Bellucci,Louis Garrel,Celine Sallette,Jerome Robart,Vladislav Galard",2.0,Drama,Rated NR,95 minutes
1986,your sister's sister,2012,Lynn Shelton,"Emily Blunt,Rosemarie DeWitt,Mark Duplass,Mike Birbiglia",3.0,"Comedy, Drama",Rated R,90 minutes
1987,safety not guaranteed,2012,Colin Trevorrow,"Mark Duplass,Jake Johnson,Aubrey Plaza,Karan Soni,Jenica Bergere,Jeff Garlin,Mary Lynn Rajskub",3.5,Comedy,Rated R,85 minutes
1988,"farewell, my queen",2012,Benoit Jacquot,"Diane Kruger,Lea Seydoux,Virginie Ledoyen,Xavier Beauvois,Noemie Lvovsky",3.5,"Drama, Foreign, History",Rated R,100 minutes
1989,rock of ages,2012,Adam Shankman,"Tom Cruise,Diego Boneta,Julianne Hough,Alec Baldwin,Catherine Zeta-Jones,Malin Akerman,Russell Brand,Paul Giamatti,Mary J. Blige",3.0,"Comedy, Drama, Musical, Romance",Rated PG-13,123 minutes
1990,patang,2012,Prashant Bhargava,"Mukund Shukla,Sugandha Garg,Aakash Maherya,Seema Biswas,Pannaben Soni",4.0,,Rated NR,
1991,trishna,2012,Michael Winterbottom,"Freida Pinto,Riz Ahmed,Roshan Seth,Harish Khanna,Neet Mohan",3.5,Drama,Rated R,117 minutes
1992,lola versus,2012,Daryl Wein,"Greta Gerwig,Joel Kinnaman,Zoe Lister Jones,Hamish Linklater",2.5,Comedy,Rated R,87 minutes
1993,the girl from the naked eye,2012,David Ren,"Jason Yee,Samantha Streets,Gary Stretch,Dominique Swain,Sasha Grey",2.0,"Action, Romance, Thriller",Rated R,80 minutes
1994,brave,2012,"Mark Andrews,Brenda Chapman","Kelly MacDonald,Billy Connolly,Emma Thompson,Robbie Coltrane,Craig Ferguson,Kevin McKidd,Julie Walters",3.0,"Action, Adventure, Animation, Comedy, Family",Rated PG,93 minutes
1995,the pledge,2001,Sean Penn,"Jack Nicholson,Robin Wright Penn,Aaron Eckhart,Sam Shepard,Mickey Rourke,Benicio Del Toro,Helen Mirren",4.0,"Crime, Drama, Mystery, Thriller",Rated R,124 minutes
1996,seeking a friend for the end of the world,2012,Lorene Scafaria,"Steve Carell,Nancy Carell,Keira Knightley,Rob Corddry,Patton Oswalt,Derek Luke",3.0,"Comedy, Drama, Romance, Science Fiction",Rated R,101 minutes
1997,natural selection,2012,Robbie Pickering,"Rachael Harris,Matt O'Leary,John Diehl,Gayland Williams,Jon Gries",3.5,Comedy,Rated R,90 minutes
1998,dark horse,2012,Todd Solondz,"Jordan Gelber,Selma Blair,Donna Murphy,Christopher Walken,Mia Farrow",3.5,Drama,Rated NR,84 minutes
1999,abraham lincoln: vampire hunter,2012,Timur Bekmambetov,"Benjamin Walker,Dominic Cooper,Anthony Mackie,Mary Elizabeth Winstead,Rufus Sewell,Jimmi Simpson,Erin Wasson,John Rothman",3.0,"Horror, Thriller",Rated R,94 minutes
2000,w.e.,2012,,"Andrea Riseborough,James D'Arcy,Abbie Cornish,Oscar Isaac,Richard Coyle,James Fox",2.5,"Drama, Foreign, Romance",Rated R,119 minutes
2001,salmon fishing in the yemen,2012,Lasse Hallstrom,"Ewan McGregor,Emily Blunt,Amr Waked,Kristin Scott Thomas,Tom Mison",2.5,"Comedy, Drama, Foreign, Romance",Rated PG-13,107 minutes
2002,the forgiveness of blood,2012,Joshua Marston,"Tristan Halilaj,Sindi Lacej,Refet Abazi,Veton Osmani",2.5,"Drama, Foreign",Rated NR,109 minutes
2003,once upon a time in anatolia,2012,Nuri Bilge Ceylan,"Taner Birsel,Muhammet Uzuner,Yilmaz Erdogan,Ercan Kesal",3.5,"Crime, Drama, Foreign",Rated NR,150 minutes
2004,saving face,2012,"Sharmeen Obaid Chinoy,Daniel Junge",,4.0,"Comedy, Documentary, Drama, Romance",Rated NR,40 minutes
2005,wrath of the titans,2012,Jonathan Liebesman,"Sam Worthington,Liam Neeson,Ralph Fiennes,Rosamund Pike,Bill Nighy,Danny Huston,Edgar Ramirez,Toby Kebbell",2.0,"Action, Adventure, Fantasy",Rated PG-13,99 minutes
2006,titanic [3d],2012,James Cameron,"Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,Bill Paxton,Bernard Hill,David Warner",4.0,,Rated PG-13,
2007,musical chairs,2012,Susan Seidelman,"Leah Pipes,E.J. Bonilla,Priscilla Lopez,Jaime Tirelli,Laverne Cox,Nelson Landrieu,Angelic Zambrana",2.5,"Drama, Romance",Rated PG-13,102 minutes
2008,norwegian wood,2012,Tran Anh Hung,"Rinko Kikuchi,Ken'ichi Matsuyama,Kiko Mizuhara,Kengo Kora,Tetsuji Tamayama,Reika Kirishima",3.0,"Drama, Foreign, Romance",Rated NR,133 minutes
2009,the king of devil's island,2012,Marius Holst,"Stellan Skarsgard,Benjamin Helstad,Kristoffer Joner,Trond Nilssen,Magnus Langlete",3.0,"Action, Drama, Foreign",Rated NR,120 minutes
2010,extremely loud and incredibly close,2012,Stephen Daldry,"Thomas Horn,Sandra Bullock,Viola Davis,John Goodman,Jeffrey Wright,Max von Sydow,Zoe Caldwell,Tom Hanks",2.5,Drama,Rated PG-13,129 minutes
2011,mulberry child,2012,Susan Morgan Cooper,"Lisa Xia,Jian Ping,Jody Choi,Christine Chiang,Jacqueline Bisset",3.5,Documentary,Rated NR,85 minutes
2012,"ivan the terrible, parts i & ii",1958,,,4.0,,Rated Unrated,88 minutes
2013,albert nobbs,2012,Rodrigo Garcia,"Glenn Close,Mia Wasikowska,Janet McTeer,Pauline Collins,Brenda Fricker,Jonathan Rhys-Meyers,Brendan Gleeson",3.0,"Drama, Foreign",Rated R,113 minutes
2014,the grey,2012,Joe Carnahan,"Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,Joe Anderson",3.5,"Action, Adventure, Drama, Thriller",Rated R,117 minutes
2015,we need to talk about kevin,2012,Lynne Ramsay,"Tilda Swinton,John C. Reilly",4.0,"Drama, Foreign, Thriller",Rated R,112 minutes
2016,we the party,2012,Mario Van Peebles,"Mandela Van Peebles,Simone Battle,Mario Van Peebles,Snoop Dogg",3.5,Comedy,Rated R,104 minutes
2017,jiro dreams of sushi,2012,David Gelb,,3.0,"Documentary, Foreign",Rated Unrated,82 minutes
2018,four lovers,2012,Antony Cordier,"Marina Fois,Elodie Bouchez,Roschdy Zem,Nicolas Duvauchelle,Alexia Stresi",1.5,,Rated NR,
2019,the three stooges,2012,"Bobby Farrelly,Peter Farrelly","Chris Diamantopoulos,Sean Hayes,Will Sasso,Jane Lynch,Sofia Vergara,Jennifer Hudson,Larry David",2.5,Comedy,Rated PG,92 minutes
2020,bully,2012,Lee Hirsch,,3.0,"Documentary, Drama",Rated PG-13,92 minutes
2021,damsels in distress,2012,Whit Stillman,"Greta Gerwig,Analeigh Tipton,Adam Brody,Megalyn Echikunwoke,Carrie MacLemore",3.0,"Comedy, Romance",Rated PG-13,99 minutes
2022,this is not a film,2012,"Jafar Panahi,Mojtaba Mirtahmasb",,3.5,"Comedy, Foreign, Romance, Science Fiction",Rated NR,75 minutes
2023,american reunion,2012,"Hayden Schlossberg, Jon Hurwitz","Jason Biggs,Seann William Scott,Chris Klein,Alyson Hannigan,Eugene Levy,Jennifer Coolidge",3.0,"Comedy, Romance",Rated R,113 minutes
2024,the cabin in the woods,2012,,"Chris Hemsworth,Richard Jenkins,Bradley Whitford,Kristen Connolly,Anna Hutchison,Fran Kranz,Jesse Williams",3.0,"Horror, Thriller",Rated R,95 minutes
2025,deadline,2012,Curt Hahn,"Eric Roberts,Steve Talley,Lauren Jenkins,Jackie Welch,J.D. Souther",2.0,"Drama, Mystery, Thriller",Rated PG-13,95 minutes
2026,la ceremonie,1995,Claude Chabrol,"Sandrine Bonnaire,Isabelle Huppert,Jacqueline Bisset,Jean-Pierre Cassel",4.0,"Drama, Foreign, Thriller",Rated NR,111 minutes
2027,lockout,2012,"Stephen St. Legal,James Mather","Guy Pearce,Maggie Grace,Vincent Regan,Peter Hudson,Peter Stormare",2.5,"Action, Foreign, Science Fiction, Thriller",Rated PG-13,95 minutes
2028,the lucky one,2012,Scott Hicks,"Zac Efron,Taylor Schilling,Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson",2.5,"Drama, Romance",Rated PG-13,101 minutes
2029,the lady,2012,Luc Besson,"Michelle Yeoh,David Thewlis,Susan Wooldridge,Jonathan Raggett,Benedict Wong",2.5,"Documentary, Drama, Foreign",Rated R,135 minutes
2030,in the family,2012,Patrick Wang,"Patrick Wang,Trevor St. John,Sebastian Banes,Brian Murray,Park Overall,Peter Hermann",4.0,Drama,Rated NR,169 minutes
2031,fake it so real,2012,Robert Greene,,3.5,,Rated NR,
2032,think like a man,2012,Tim Story,"Chris Brown,Gabrielle Union,Kevin Hart,Meagan Good,Regina Hall,Taraji P. Henson",2.0,"Comedy, Romance",Rated PG-13,122 minutes
2033,marley,2012,Kevin MacDonald,,3.5,"Documentary, Music",Rated PG-13,144 minutes
2034,the raven,2012,James McTeigue,"John Cusack,Luke Evans,Alice Eve,Brendan Gleeson,Kevin McNally",2.0,"Mystery, Thriller",Rated R,111 minutes
2035,boy,2012,Taika Waititi,"James Rolleston,Te Aho Eketone-Whitu,Taika Waititi,Cherilee Martin",3.5,"Comedy, Drama, Foreign, Romance",Rated PG-13,87 minutes
2036,we have a pope,2012,Nanni Moretti,"Michel Piccoli,Jerzy Stuhr,Renato Scarpa,Nanni Moretti",3.5,"Comedy, Drama, Foreign",Rated NR,102 minutes
2037,the avengers,2012,Joss Whedon,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner,Tom Hiddleston,Samuel L. Jackson",3.0,"Action, Thriller",Rated PG-13,143 minutes
2038,monsieur lazhar,2012,Philippe Falardeau,"Fellag,Sophie Nelisse,Danielle Proulx",3.5,"Comedy, Drama, Foreign",Rated PG-13,94 minutes
2039,darling companion,2012,,"Diane Keaton,Kevin Kline,Dianne Wiest,Richard Jenkins,Sam Shepard,Mark Duplass,Elisabeth Moss,Ayelet Zurer,Jay Ali",1.0,"Drama, Romance",Rated PG-13,103 minutes
2040,oscar nominated short docs,2012,,,3.0,,Rated Unrated,
2041,rampart,2012,Oren Moverman,"Woody Harrelson,Sigourney Weaver,Cynthia Nixon,Anne Heche,Robin Wright,Ice Cube",4.0,"Action, Drama, Thriller",Rated R,108 minutes
2042,declaration of war,2012,Valerie Donzelli,"Valerie Donzelli,Bastien Bouillon,Beatrice De Stael",3.0,"Drama, Foreign",Rated NR,100 minutes
2043,this means war,2012,McG,"Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,Angela Bassett,Chelsea Handler",1.5,"Action, Comedy, Romance, Thriller",Rated PG-13,97 minutes
2044,london river,2012,Rachid Bouchareb,"Brenda Blethyn,Francis Magee,Sami Bouajila,Roschdy Zem,Marc Baylis,Gurdepak Chaggar",3.0,"Drama, Mystery",Rated NR,87 minutes
2045,in darkness,2012,Agnieszka Holland,"Robert Wieckiewicz,Benno Furmann,Agnieszka Grochowska,Maria Schrader,Herbert Knaup",2.5,"Drama, Foreign",Rated R,145 minutes
2046,crazy horse,2012,Frederick Wiseman,,3.0,"Documentary, Foreign",Rated NR,134 minutes
2047,thin ice,2012,Jill Sprecher,"Greg Kinnear,Alan Arkin,Billy Crudup,Bon Balaban,Lea Thompson",3.0,,Rated R,
2048,hell and back again,2012,Danfung Dennis,,3.5,"Action, Documentary, History, War",Rated NR,88 minutes
2049,chico and rita,2012,"Fernando Trueba,Javier Mariscal,Tono Errando","Emar Xor Ona,Limara Meneses,Mario Guerra,Lenny Mandel",3.5,"Animation, Foreign, Music, Romance",Rated NR,94 minutes
2050,harakiri,1962,,,4.0,"Drama, Foreign",Rated Unrated,135 minutes
2051,on the ice,2012,Andrew Okpeaha MacLean,"Josiah Patkotak,Frank Qutuq Irelan,Teddy Kyle Smith,Sierra Jade Sampson,Adamina Kerr",3.0,"Drama, Foreign, Thriller",Rated R,96 minutes
2052,bullhead,2012,Michael R. Roskam,"Matthias Schoenaerts,Jeroen Perceval,Jeanne Dandoy,Eva Forrestier,Tibo Vandenborre",3.0,"Action, Crime, Drama, Foreign, Thriller",Rated R,124 minutes
2053,the hunter,2010,Rafi Pitts,"Rafi Pitts,Mitra Hajjar,Malek Jahan Khazai,Saba Yaghoobi",3.5,"Drama, Foreign, Thriller",,90 minutes
2054,act of valor,2012,"Mike McCoy,Scott Waugh",Roselyn Sanchez,2.5,"Action, Adventure, Thriller, War",Rated R,110 minutes
2055,undefeated,2012,"Daniel Lindsay,T.J. Martin",,3.5,"Documentary, Sport",Rated PG-13,113 minutes
2056,tim and eric's billion dollar movie,2012,"Eric Wareheim, Tim Heidecker","Will Ferrell,William Atherton,Robert Loggia,John C. Reilly",0.5,Comedy,Rated R,94 minutes
2057,game change,2012,Jay Roach,,3.5,"Drama, History",Rated NR,118 minutes
2058,john carter,2012,Andrew Stanton,"Taylor Kitsch,Lynn Collins,Willem Dafoe,Thomas Haden Church,Samantha Morton,Dominic West,Ciaran Hinds",2.5,"Action, Adventure, Fantasy, Science Fiction",Rated PG-13,132 minutes
2059,being flynn,2012,Paul Weitz,"Robert De Niro,Paul Dano,Julianne Moore,Olivia Thirlby,Lili Taylor",3.0,"Comedy, Drama",Rated R,102 minutes
2060,silent house,2012,"Chris Kentis,Laura Lau","Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens,Julia Taylor Ross,Adam Barnett",2.0,"Horror, Mystery, Thriller",Rated R,85 minutes
2061,a thousand words,2012,Brian Robbins,"Eddie Murphy,Kerry Washington,Clark Duke,Cliff Curtis,Alison Janney,Ruby Dee,Lou Saliba",1.5,"Comedy, Drama, Romance",Rated PG-13,91 minutes
2062,friends with kids,2012,Jennifer Westfeldt,"Adam Scott,Jennifer Westfeldt,Jon Hamm,Kristen Wiig,Maya Rudolph,Chris O'Dowd,Megan Fox,Edward Burns",2.5,"Comedy, Romance",Rated R,107 minutes
2063,21 jump street,2012,"Phil Lord,Christopher Miller","Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Ice Cube",3.0,"Action, Comedy, Family",Rated R,109 minutes
2064,kill list,2012,Ben Wheatley,,3.0,"Foreign, Horror, Thriller",Rated NR,95 minutes
