ID,ID,Title,Year,Director,Cast,Genre,Duration
a-1227,485,the emperor's new groove,2000.0,mark dindal,david spade^john goodman^eartha kitt,animation^adventure^comedy^family^fantasy,78 min
a-1228,486,erin brockovich,2000.0,steven soderbergh,julia roberts^albert finney^david brisbin,biography^drama,131 min
a-1229,487,an everlasting piece,2001.0,barry levinson,barry mcevoy^brã­an f. o'byrne^anna friel,comedy,103 min
a-1230,488,the eyes of tammy faye,2000.0,fenton bailey,rupaul^tammy faye bakker^virginia fairchild,documentary^biography,79 min
a-1231,489,the family man,2000.0,brett ratner,nicolas cage^tã©a leoni^don cheadle,comedy^drama^fantasy^romance,125 min
a-1232,490,fantasia/2000,2000.0,james algar,james levine^steve martin^leopold stokowski,animation^family^fantasy^music,74 min
a-1233,491,final destination,2000.0,james wong,devon sawa^ali larter^kerr smith,horror^thriller,98 min
a-1234,492,finding forrester,2001.0,gus van sant,sean connery^rob brown^f. murray abraham,drama,136 min
a-1235,493,the flintstones in viva rock vegas,2000.0,brian levant,mark addy^stephen baldwin^kristen johnston,comedy^family^romance^sci-fi,90 min
a-1236,494,frequency,2000.0,gregory hoblit,dennis quaid^jim caviezel^shawn doyle,crime^drama^sci-fi^thriller,118 min
a-1237,495,get carter,2000.0,stephen kay,sylvester stallone^rachael leigh cook^miranda richardson,action^crime^drama^thriller,102 min
a-1238,496,the gift,2015.0,joel edgerton,jason bateman^rebecca hall^joel edgerton,mystery^thriller,108 min
a-1239,497,girlfight,2000.0,karyn kusama,michelle rodriguez^santiago douglas^jaime tirelli,drama^sport,110 min
a-1240,498,gladiator,2000.0,ridley scott,russell crowe^joaquin phoenix^connie nielsen,action^drama,155 min
a-1241,499,the golden bowl,2001.0,james ivory,uma thurman^jeremy northam^kate beckinsale,drama^romance,130 min
a-1242,500,gone in sixty seconds,2000.0,dominic sena,nicolas cage^angelina jolie^giovanni ribisi,action^crime^thriller,118 min
a-1243,501,gossip,2000.0,davis guggenheim,james marsden^lena headey^norman reedus,drama^mystery^thriller,90 min
a-1244,502,gun shy,2000.0,eric blakeney,liam neeson^sandra bullock^oliver platt,comedy^crime^romance,101 min
a-1245,503,hamlet,1996.0,kenneth branagh,kenneth branagh^julie christie^derek jacobi,drama,242 min
a-1246,504,hanging up,2000.0,diane keaton,diane keaton^meg ryan^lisa kudrow,comedy^drama,94 min
a-1247,505,held up,2000.0,steve rash,jamie foxx^nia long^barry corbin,comedy,89 min
a-1248,506,here on earth,2000.0,mark piznarski,chris klein^leelee sobieski^josh hartnett,drama^romance,96 min
a-1249,507,high fidelity,2000.0,stephen frears,john cusack^iben hjejle^todd louiso,comedy^drama^music^romance,113 min
a-1250,508,highlander: endgame,2000.0,douglas aarniokoski,christopher lambert^adrian paul^bruce payne,action^adventure^fantasy^sci-fi,87 min
a-1251,509,hollow man,2000.0,paul verhoeven,kevin bacon^elisabeth shue^josh brolin,sci-fi^thriller,112 min
a-1252,510,the house of mirth,2001.0,terence davies,gillian anderson^dan aykroyd^eleanor bron,romance^drama,135 min
a-1253,511,how the grinch stole christmas,2000.0,ron howard,jim carrey^taylor momsen^kelley,comedy^family^fantasy,104 min
a-1254,512,how to kill your neighbor's dog,2003.0,michael kalesniko,kenneth branagh^robin wright^suzi hofrichter,comedy^drama,107 min
a-1255,513,i dreamed of africa,2000.0,hugh hudson,kim basinger^vincent perez^liam aiken,adventure^drama^romance,114 min
a-1256,514,ivansxtc,2002.0,bernard rose,danny huston^peter weller^james merendino,drama,93 min
a-1257,515,the in crowd,2000.0,mary lambert,lori heuring^susan ward^matthew settle,drama^thriller^mystery,105 min
a-1258,516,into the arms of strangers: stories of the kindertransport,2000.0,mark jonathan harris,judi dench^lory cahn^kurt fuchel,documentary^history^war,122 min
a-1259,517,isn't she great,2000.0,andrew bergman,bette midler^nathan lane^stockard channing,biography^comedy^romance,95 min
a-1260,518,joe gould's secret,2000.0,stanley tucci,ian holm^stanley tucci^hope davis,drama,104 min
a-1261,519,just one night,2000.0,alan jacobs,timothy hutton^maria grazia cucinotta^udo kier,comedy,90 min
a-1262,520,keeping the faith,2000.0,edward norton,ben stiller^edward norton^jenna elfman,comedy^drama^romance,128 min
a-1263,521,the kid,1921.0,charles chaplin,charles chaplin^edna purviance^jackie coogan,comedy^drama^family,68 min
a-1264,522,the ladies man,2000.0,reginald hudlin,tim meadows^karyn parsons^billy dee williams,comedy,84 min
a-1265,523,the last producer,2001.0,burt reynolds,sean astin^david atkinson^leslie bega,comedy^drama,90 min
a-1266,524,legacy,2015.0,davie fairbanks,franz drameh^amy tyger^mckell david,comedy^drama,95 min
a-1267,525,the legend of bagger vance,2000.0,robert redford,will smith^matt damon^charlize theron,drama^fantasy^sport,126 min
a-1268,526,little nicky,2000.0,steven brill,adam sandler^patricia arquette^harvey keitel,comedy^fantasy,90 min
a-1269,527,the little vampire,2000.0,uli edel,jonathan lipnicki^rollo weeks^richard e. grant,adventure^comedy^family^fantasy,95 min
a-1270,528,long night's journey into day,2001.0,deborah hoffmann,mary burton^pumla gobodo-madikizela^mongezi manqina,documentary,94 min
a-1271,529,loser,2000.0,amy heckerling,jason biggs^mena suvari^zak orth,comedy^romance,98 min
a-1272,530,lost souls,2000.0,janusz kaminski,winona ryder^ben chaplin^sarah wynter,drama^horror^thriller,97 min
a-1273,531,love & basketball,2000.0,gina prince-bythewood,sanaa lathan^omar epps^glenndon chatman,drama^romance^sport,124 min
a-1274,532,lucky numbers,2000.0,nora ephron,john travolta^lisa kudrow^tim roth,comedy^crime,105 min
a-1275,533,maryam,2002.0,ramin serry,mariam parris^david ackert^shaun toub,drama,87 min
a-1276,534,bhool bhulaiyaa,2007.0,priyadarshan,akshay kumar^vidya balan^ameesha patel,comedy^horror^mystery^thriller,159 min
a-1277,535,me myself & irene,2000.0,bobby farrelly,jim carrey^renã©e zellweger^anthony anderson,comedy,116 min
a-1278,536,meet the parents,2000.0,jay roach,ben stiller^robert de niro^teri polo,comedy,108 min
a-1279,537,memento,2001.0,christopher nolan,guy pearce^carrie-anne moss^joe pantoliano,mystery^thriller,113 min
a-1280,538,men of honor,2000.0,george tillman jr.,cuba gooding jr.^robert de niro^charlize theron,biography^drama,129 min
a-1281,539,mercy streets,2000.0,jon gunn,eric roberts^david a.r. white^cynthia watros,action^drama^crime,106 min
a-1282,540,the million dollar hotel,2000.0,wim wenders,jeremy davies^milla jovovich^mel gibson,drama^mystery^thriller,122 min
a-1283,541,miss congeniality,2000.0,donald petrie,sandra bullock^michael caine^benjamin bratt,action^comedy^crime,109 min
a-1284,542,mission to mars,2000.0,brian de palma,tim robbins^gary sinise^don cheadle,adventure^drama^sci-fi^thriller,114 min
a-1285,543,mission: impossible ii,2000.0,john woo,tom cruise^dougray scott^thandie newton,action^adventure^thriller,123 min
a-1286,544,my dog skip,2000.0,jay russell,frankie muniz^kevin bacon^diane lane,drama^family^sport,95 min
a-1287,545,my 5 wives,2000.0,sidney j. furie,rodney dangerfield^andrew dice clay^john byner,comedy,100 min
a-1288,546,the next best thing,2000.0,john schlesinger,madonna^rupert everett^benjamin bratt,comedy^drama^romance,108 min
a-1289,547,next friday,2000.0,steve carr,ice cube^mike epps^justin pierce,comedy,98 min
a-1290,548,nothin' 2 lose,2000.0,barry bowles,brian hooks^shani bayetã©^cedric pendleton,comedy^romance,98 min
a-1291,549,nutty professor ii: the klumps,2000.0,peter segal,eddie murphy^janet jackson^larry miller,comedy^fantasy^romance^sci-fi,106 min
a-1292,550,nurse betty,2000.0,neil labute,renã©e zellweger^morgan freeman^chris rock,comedy^crime^drama,110 min
a-1293,551,o brother where art thou?,2001.0,joel coen,george clooney^john turturro^tim blake nelson,comedy^crime^music,106 min
a-1294,552,the opportunists,2000.0,myles connell,christopher walken^peter mcdonald^anne pitoniak,comedy^crime^drama^romance,90 min
a-1295,553,the original kings of comedy,2000.0,spike lee,steve harvey^d.l. hughley^cedric the entertainer,comedy^documentary,115 min
a-1296,554,our song,2001.0,jim mckay,kerry washington^anna simpson^melissa martinez,drama,95 min
a-1297,555,panic,2001.0,henry bromell,william h. macy^neve campbell^john ritter,comedy^crime^drama,88 min
a-1298,556,passion of mind,2000.0,alain berliner,demi moore^eloise eonnet^hadrian dagannaud-brouard,drama^mystery^romance^sci-fi^thriller,105 min
a-1299,557,the patriot,2000.0,roland emmerich,mel gibson^heath ledger^joely richardson,action^drama^history^war,165 min
a-1300,558,pay it forward,2000.0,mimi leder,kevin spacey^haley joel osment^helen hunt,drama,123 min
a-1301,559,the perfect storm,2000.0,wolfgang petersen,george clooney^mark wahlberg^diane lane,action^adventure^drama^thriller,130 min
a-1302,560,picking up the pieces,2000.0,alfonso arau,woody allen^david schwimmer^angã©lica aragã³n,comedy^fantasy,95 min
a-1303,561,pitch black,2000.0,david twohy,radha mitchell^cole hauser^vin diesel,action^horror^sci-fi,109 min
a-1304,562,pollock,2001.0,ed harris,ed harris^marcia gay harden^tom bower,biography^drama,122 min
a-1305,563,poor white trash,2000.0,michael addis,sean young^william devane^tony denman,comedy^crime,85 min
a-1306,564,price of glory,2000.0,carlos ãvila,jimmy smits^maria del mar^jon seda,drama^sport,118 min
a-1307,565,prince of central park,2000.0,john leekley,kathleen turner^danny aiello^cathy moriarty,action^adventure^drama,109 min
a-1308,566,proof of life,2000.0,taylor hackford,meg ryan^russell crowe^david morse,action^drama^thriller,135 min
a-1309,567,psycho beach party,2001.0,robert lee king,lauren ambrose^nicholas brendon^thomas gibson,comedy^horror^mystery,95 min
a-1310,568,quills,2000.0,philip kaufman,geoffrey rush^kate winslet^joaquin phoenix,biography^drama,124 min
a-1311,569,ready to rumble,2000.0,brian robbins,david arquette^oliver platt^scott caan,comedy^sport,107 min
a-1312,570,red planet,2000.0,antony hoffman,val kilmer^carrie-anne moss^tom sizemore,action^sci-fi^thriller,106 min
a-1313,571,reindeer games,2000.0,john frankenheimer,ben affleck^gary sinise^charlize theron,action^crime^drama^thriller,104 min
a-1314,572,remember the titans,2000.0,boaz yakin,denzel washington^will patton^wood harris,biography^drama^sport,113 min
a-1315,573,the replacements,2000.0,howard deutch,keanu reeves^gene hackman^brooke langton,comedy^sport,118 min
a-1316,574,requiem for a dream,2000.0,darren aronofsky,ellen burstyn^jared leto^jennifer connelly,drama,102 min
a-1317,575,return to me,2000.0,bonnie hunt,david duchovny^minnie driver^carroll o'connor,comedy^drama^romance,115 min
a-1318,576,the road to el dorado,2000.0,bibo bergeron,kevin kline^kenneth branagh^rosie perez,animation^adventure^comedy^family^romance,89 min
a-1319,577,road trip,2000.0,todd phillips,breckin meyer^seann william scott^amy smart,comedy,93 min
a-1320,578,romeo must die,2000.0,andrzej bartkowiak,jet li^aaliyah^isaiah washington,action^crime^thriller,115 min
a-1321,579,rugrats in paris: the movie,2000.0,stig bergqvist,christine cavanaugh^elizabeth daily^cheryl chase,animation^adventure^comedy^family^romance,78 min
a-1322,580,the scarecrow,2015.0,phillip rhys,darren pettie^sandra oh^sandra seacat,short^drama,13 min
a-1323,581,scream,1996.0,wes craven,neve campbell^courteney cox^david arquette,horror^mystery,111 min
a-1324,582,scottsboro: an american tragedy,2000.0,daniel anker,frances mcdormand^stanley tucci^andre braugher,documentary^history,84 min
a-1325,583,scream 3,2000.0,wes craven,david arquette^neve campbell^courteney cox,horror^mystery,116 min
a-1326,584,screwed,2011.0,reg traviss,james d'arcy^noel clarke^frank harper,crime^drama,110 min
a-1327,585,17 again,2009.0,burr steers,zac efron^matthew perry^leslie mann,comedy^drama^fantasy^romance,102 min
a-1328,586,sexy beast,2001.0,jonathan glazer,ray winstone^ben kingsley^ian mcshane,crime^thriller,89 min
a-1329,587,shadow of the vampire,2001.0,e. elias merhige,john malkovich^willem dafoe^udo kier,drama^horror,92 min
a-1330,588,shaft,2000.0,john singleton,samuel l. jackson^vanessa williams^christian bale,action^crime^thriller,99 min
a-1331,589,shanghai noon,2000.0,tom dey,jackie chan^owen wilson^lucy liu,action^adventure^comedy^western,110 min
a-1332,590,shriek if you know what i did last friday the thirteenth,2001.0,john blanchard,aimee graham^chris palermo^kim greist,comedy,86 min
a-1333,591,the skulls,2000.0,rob cohen,joshua jackson^paul walker^hill harper,action^crime^drama^thriller,106 min
a-1334,592,small time crooks,2000.0,woody allen,woody allen^tracey ullman^hugh grant,comedy^crime,94 min
a-1335,593,the smokers,2000.0,kat slater,dominique swain^busy philipps^keri lynn pratt,drama,96 min
a-1336,594,snatch.,2001.0,guy ritchie,jason statham^brad pitt^benicio del toro,comedy^crime,102 min
a-1337,595,snow day,2000.0,chris koch,chevy chase^schuyler fisk^chris elliott,adventure^comedy^family,89 min
a-1338,596,songcatcher,2001.0,maggie greenwald,janet mcteer^michael q. davis^michael goodwin,drama^music,109 min
a-1339,597,sound and fury,2000.0,josh aronson,jaime leigh allen^jemma braham^freeda cat,documentary,80 min
a-1340,598,space cowboys,2000.0,clint eastwood,clint eastwood^tommy lee jones^donald sutherland,action^adventure^thriller,130 min
a-1341,599,the specials,2000.0,craig mazin,rob lowe^thomas haden church^paget brewster,action^comedy^fantasy^sci-fi,82 min
a-1342,600,steal this movie,2002.0,robert greenwald,vincent d'onofrio^janeane garofalo^jeanne tripplehorn,biography^drama^romance,107 min
a-1343,601,supernova,2000.0,walter hill,james spader^peter facinelli^robin tunney,horror^sci-fi^thriller,90 min
a-1344,602,the tao of steve,2000.0,jenniphr goodman,donal logue^ayelet kaznelson^john hines,comedy^drama^romance,87 min
a-1345,603,terror tract,2001.0,lance w. dreesen,john ritter^david deluise^allison smith,comedy^thriller^horror,96 min
a-1346,604,things you can tell just by looking at her,2000.0,rodrigo garcã­a,glenn close^cameron diaz^calista flockhart,drama^romance,109 min
a-1347,605,thirteen days,2001.0,roger donaldson,kevin costner^bruce greenwood^shawn driscoll,drama^history^thriller,145 min
a-1348,606,thomas and the magic railroad,2000.0,britt allcroft,alec baldwin^cody mcmains^russell means,adventure^comedy^drama^family^fantasy,85 min
a-1349,607,tigerland,2001.0,joel schumacher,colin farrell^matthew davis^clifton collins jr.,drama^war,101 min
a-1350,608,the tigger movie,2000.0,jun falkenstein,jim cummings^nikita hopkins^ken sansom,animation^comedy^drama^family,77 min
a-1351,609,timecode,2000.0,mike figgis,jeanne tripplehorn^stellan skarsgã¥rd^salma hayek,drama,97 min
a-1352,610,titanic,1997.0,james cameron,leonardo dicaprio^kate winslet^billy zane,drama^romance,194 min
a-1353,611,traffic,2001.0,steven soderbergh,michael douglas^benicio del toro^catherine zeta-jones,crime^drama^thriller,147 min
a-1354,612,tripfall,2000.0,serge rodnunsky,eric roberts^john ritter^rachel hunter,thriller,91 min
a-1355,613,turn it up,2000.0,robert adetuyi,pras michel^ja rule^jason statham,crime^drama^action^music,86 min
a-1356,614,u-571,2000.0,jonathan mostow,matthew mcconaughey^bill paxton^harvey keitel,action^war,116 min
a-1357,615,unbreakable,2000.0,m. night shyamalan,bruce willis^samuel l. jackson^robin wright,drama^mystery^sci-fi^thriller,106 min
a-1358,616,under suspicion,2000.0,stephen hopkins,morgan freeman^gene hackman^thomas jane,crime^drama^thriller,110 min
a-1359,617,up at the villa,2000.0,philip haas,kristin scott thomas^sean penn^anne bancroft,drama^romance,115 min
a-1360,618,urban legends: final cut,2000.0,john ottman,jennifer morrison^matthew davis^hart bochner,horror^mystery^thriller,97 min
a-1361,619,vertical limit,2000.0,martin campbell,scott glenn^chris o'donnell^bill paxton,action^adventure^drama^thriller,124 min
a-1362,620,the visit,2015.0,m. night shyamalan,olivia dejonge^ed oxenbould^deanna dunagan,horror^thriller,94 min
a-1363,621,whipped,2000.0,peter m. cohen,amanda peet^brian van holt^jonathan abrahams,comedy^romance,82 min
a-1364,622,the watcher,2000.0,joe charbanic,james spader^keanu reeves^marisa tomei,crime^horror^mystery^thriller,97 min
a-1365,623,the way of the gun,2000.0,christopher mcquarrie,ryan phillippe^benicio del toro^juliette lewis,action^crime^drama^thriller,119 min
a-1366,624,what lies beneath,2000.0,robert zemeckis,harrison ford^michelle pfeiffer^katharine towne,drama^horror^mystery^thriller,130 min
a-1367,625,what planet are you from?,2000.0,mike nichols,garry shandling^annette bening^john goodman,comedy^sci-fi,105 min
a-1368,626,what women want,2000.0,nancy meyers,mel gibson^helen hunt^marisa tomei,comedy^fantasy^romance,127 min
a-1369,627,whatever it takes,2000.0,david raynr,shane west^marla sokoloff^jodi lyn o'keefe,comedy^drama^romance,94 min
a-1370,628,where the heart is,2000.0,matt williams,natalie portman^james frain^ashley judd,comedy^drama^romance,120 min
a-1371,629,where the money is,2000.0,marek kanievska,paul newman^linda fiorentino^dermot mulroney,drama^comedy^crime,89 min
a-1372,630,the whole nine yards,2000.0,jonathan lynn,bruce willis^matthew perry^rosanna arquette,comedy^crime,98 min
a-1373,631,woman on top,2000.0,fina torres,penã©lope cruz^murilo benã­cio^harold perrineau,comedy^fantasy^romance,92 min
a-1374,632,wonder boys,2000.0,curtis hanson,michael douglas^tobey maguire^frances mcdormand,comedy^drama,107 min
a-1375,633,x-men: apocalypse,2016.0,bryan singer,jennifer lawrence^michael fassbender^rose byrne,action^adventure^fantasy^sci-fi,
a-1376,634,the yards,2000.0,james gray,mark wahlberg^joaquin phoenix^charlize theron,crime^drama^romance^thriller,115 min
a-1377,635,you can count on me,2000.0,kenneth lonergan,laura linney^matthew broderick^mark ruffalo,drama,111 min
a-1378,636,15 minutes,2001.0,john herzfeld,robert de niro^edward burns^kelsey grammer,action^crime^drama^thriller,120 min
a-1379,637,3000 miles to graceland,2001.0,demian lichtenstein,kurt russell^kevin costner^courteney cox,action^comedy^crime^thriller,125 min
a-1380,638,a.i. artificial intelligence,2001.0,steven spielberg,haley joel osment^jude law^frances o'connor,adventure^drama^sci-fi,146 min
a-1381,639,the affair of the necklace,2001.0,charles shyer,hilary swank^simon baker^jonathan pryce,drama^history^romance,118 min
a-1382,640,ali,2001.0,michael mann,will smith^jamie foxx^jon voight,biography^drama^sport,157 min
a-1383,641,all over the guy,2002.0,julie davis,dan bucatinsky^richard ruccolo^sasha alexander,comedy^romance,95 min
a-1525,642,perfume: the story of a murderer,2007.0,tom tykwer,ben whishaw^dustin hoffman^alan rickman,crime^drama^fantasy,147 min
a-1526,643,snowpiercer,2014.0,joon-ho bong,chris evans^jamie bell^tilda swinton,action^drama^sci-fi^thriller,126 min
a-1527,644,planet of the apes,2001.0,tim burton,mark wahlberg^helena bonham carter^tim roth,action^adventure^sci-fi,119 min
a-1528,645,the pledge,2001.0,sean penn,jack nicholson^benicio del toro^patricia clarkson,crime^drama^mystery^thriller,124 min
a-1529,646,pootie tang,2001.0,louis c.k.,chris rock^lance crouther^j.b. smoove,comedy^musical^adventure^action,81 min
a-1530,647,the princess diaries,2001.0,garry marshall,julie andrews^anne hathaway^hector elizondo,comedy^family^romance,115 min
a-1531,648,rat race,2001.0,jerry zucker,breckin meyer^amy smart^whoopi goldberg,adventure^comedy,112 min
a-1532,649,recess: school's out,2001.0,chuck sheetz,andrew lawrence^rickey d'shon collins^jason davis,animation^family^comedy^mystery^sci-fi,82 min
a-1533,650,revolution os,2002.0,j.t.s. moore,linus torvalds^richard m. stallman^eric raymond,documentary^comedy,85 min
a-1534,651,riding in cars with boys,2001.0,penny marshall,drew barrymore^steve zahn^adam garcia,biography^comedy^drama,132 min
a-1535,652,rock star,2001.0,stephen herek,mark wahlberg^jennifer aniston^dominic west,comedy^drama^music,105 min
a-1536,653,the royal tenenbaums,2002.0,wes anderson,gene hackman^gwyneth paltrow^anjelica huston,comedy^drama,110 min
a-1537,654,the score,2001.0,frank oz,robert de niro^edward norton^marlon brando,action^crime^romance^thriller,124 min
a-1538,655,rush hour 2,2001.0,brett ratner,jackie chan^chris tucker^john lone,action^comedy^crime^mystery^thriller,90 min
a-1539,656,the safety of objects,2003.0,rose troche,glenn close^dermot mulroney^mary kay place,drama,121 min
a-1540,657,save the last dance,2001.0,thomas carter,julia stiles^sean patrick thomas^kerry washington,drama^music^romance,112 min
a-1541,658,saving silverman,2001.0,dennis dugan,jason biggs^steve zahn^jack black,comedy^crime^romance,90 min
a-1542,659,say it isn't so,2001.0,j.b. rogers,chris klein^heather graham^orlando jones,comedy^romance,95 min
a-1543,660,scary movie 2,2001.0,keenen ivory wayans,anna faris^marlon wayans^antony acker,comedy^horror,83 min
a-1545,661,scratch,2001.0,doug pray,marc 7^afra^carlos aguilar,documentary^music,92 min
a-1546,662,see spot run,2001.0,john whitesell,david arquette^michael clarke duncan^leslie bibb,action^comedy^crime^family,94 min
a-1547,663,serendipity,2001.0,peter chelsom,john cusack^kate beckinsale^jeremy piven,comedy^romance,90 min
a-1548,664,session 9,2001.0,brad anderson,david caruso^stephen gevedon^paul guilfoyle,horror^mystery^thriller,97 min
a-1549,665,shallow hal,2001.0,bobby farrelly,jack black^gwyneth paltrow^jason alexander,comedy^drama^fantasy^romance,114 min
a-1550,666,the shipping news,2002.0,lasse hallstrã¶m,kevin spacey^julianne moore^judi dench,drama,111 min
a-1551,667,shrek,2001.0,andrew adamson,mike myers^eddie murphy^cameron diaz,animation^adventure^comedy^family^fantasy,90 min
a-1552,668,the shrink is in,2001.0,richard benjamin,courteney cox^david arquette^david james elliott,comedy^romance,92 min
a-1553,669,sidewalks of new york,2001.0,edward burns,edward burns^heather graham^penny balfour,comedy^romance,108 min
a-1554,670,someone like you...,2001.0,tony goldwyn,ashley judd^greg kinnear^hugh jackman,comedy^romance,97 min
a-1555,671,soul survivors,2001.0,stephen carpenter,melissa sagemiller^wes bentley^casey affleck,drama^horror^mystery^thriller,84 min
a-1556,672,southern comfort,1981.0,walter hill,keith carradine^powers boothe^fred ward,action^thriller,106 min
a-1557,673,southlander: diary of a desperate musician,2001.0,steve hanft,rory cochrane^rossie harris^beth orton,drama^music^comedy,80 min
a-1558,674,spy game,2001.0,tony scott,robert redford^brad pitt^catherine mccormack,action^crime^thriller,126 min
a-1559,675,spy kids,2001.0,robert rodriguez,alexa penavega^daryl sabara^antonio banderas,action^adventure^comedy^family^sci-fi,88 min
a-1560,676,storytelling,2001.0,todd solondz,selma blair^leo fitzpatrick^robert wisdom,comedy^drama^romance,87 min
a-1561,677,sugar & spice,2001.0,francine mcdougall,marla sokoloff^marley shelton^melissa george,comedy^crime,81 min
a-1562,678,summer catch,2001.0,michael tollin,freddie prinze jr.^jessica biel^fred ward,comedy^drama^romance^sport,108 min
a-1563,679,super troopers,2002.0,jay chandrasekhar,jay chandrasekhar^kevin heffernan^andrã© vippolis,comedy^crime^mystery,100 min
a-1564,680,sweet november,2001.0,pat o'connor,keanu reeves^charlize theron^jason isaacs,drama^romance,119 min
a-1565,681,swordfish,2001.0,dominic sena,john travolta^hugh jackman^halle berry,action^crime^thriller,99 min
a-1566,682,the tailor of panama,2001.0,john boorman,pierce brosnan^geoffrey rush^jamie lee curtis,drama^thriller,109 min
a-1567,683,tape,2002.0,richard linklater,ethan hawke^robert sean leonard^uma thurman,drama,86 min
a-1568,684,thirteen conversations about one thing,2002.0,jill sprecher,alan arkin^john turturro^matthew mcconaughey,drama,104 min
a-1569,685,thir13en ghosts,2001.0,steve beck,tony shalhoub^shannon elizabeth^embeth davidtz,horror^mystery^thriller,91 min
a-1570,686,to end all wars,2001.0,david l. cunningham,robert carlyle^kiefer sutherland^ciarã¡n mcmenamin,action^drama^war,117 min
a-1571,687,tomcats,2001.0,gregory poirier,shannon elizabeth^jerry o'connell^jake busey,comedy,95 min
a-1572,688,tortilla soup,2001.0,maria ripoll,hector elizondo^jacqueline obradors^tamara mello,comedy^romance^drama,102 min
a-1573,689,town & country,2001.0,peter chelsom,warren beatty^diane keaton^nastassja kinski,comedy^romance,104 min
a-1574,690,training day,2001.0,antoine fuqua,denzel washington^ethan hawke^scott glenn,crime^drama^thriller,122 min
a-1575,691,two can play that game,2001.0,mark brown,vivica a. fox^morris chestnut^anthony anderson,comedy^romance,90 min
a-1576,692,valentine,2001.0,jamie blanks,denise richards^david boreanaz^marley shelton,horror^thriller,96 min
a-1577,693,vanilla sky,2001.0,cameron crowe,tom cruise^penã©lope cruz^cameron diaz,fantasy^mystery^romance^sci-fi^thriller,136 min
a-1578,694,waking life,2001.0,richard linklater,ethan hawke^trevor jack brooks^lorelei linklater,animation^drama^fantasy,99 min
a-1579,695,the wash,2001.0,dj pooh,dr. dre^snoop dogg^anthony albano,comedy,93 min
a-1580,696,the wedding planner,2001.0,adam shankman,jennifer lopez^matthew mcconaughey^bridgette wilson-sampras,comedy^romance,103 min
a-1581,697,west 47th street,2001.0,bill lichtenstein,fitzroy fredericks^tex gordon^frances olivero,documentary^drama,104 min
a-1582,698,wet hot american summer,2002.0,david wain,janeane garofalo^david hyde pierce^michael showalter,comedy^romance,97 min
a-1583,699,what's the worst that could happen?,2001.0,sam weisman,martin lawrence^danny devito^john leguizamo,comedy^crime,94 min
a-1584,700,when strangers appear,2002.0,scott reynolds,radha mitchell^josh lucas^barry watson,action^mystery^thriller,98 min
a-1585,701,zoolander,2001.0,ben stiller,ben stiller^owen wilson^christine taylor,comedy,89 min
a-1586,702,13 going on 30,2004.0,gary winick,jennifer garner^mark ruffalo^judy greer,comedy^fantasy^romance,98 min
a-1587,703,50 first dates,2004.0,peter segal,adam sandler^drew barrymore^rob schneider,comedy^romance,99 min
a-1588,704,after the sunset,2004.0,brett ratner,pierce brosnan^salma hayek^woody harrelson,action^comedy^crime^drama,97 min
a-1589,705,against the ropes,2004.0,charles s. dutton,meg ryan^omar epps^charles s. dutton,biography^drama^romance^sport,111 min
a-1590,706,agent cody banks 2: destination london,2004.0,kevin allen,frankie muniz^anthony anderson^hannah spearritt,action^adventure^comedy^family^romance^sci-fi,100 min
a-1591,707,the alamo,2004.0,john lee hancock,dennis quaid^billy bob thornton^emilio echevarrã­a,drama^history^war^western,137 min
a-1592,708,alexander,2004.0,oliver stone,colin farrell^anthony hopkins^rosario dawson,action^adventure^biography^drama^history^romance^war,175 min
a-1593,709,alfie,2004.0,charles shyer,jude law^sienna miller^susan sarandon,comedy^drama^romance,103 min
a-1594,710,along came polly,2004.0,john hamburg,ben stiller^jennifer aniston^debra messing,comedy^romance,90 min
a-1595,711,america's heart & soul,2004.0,louie schwartzberg,george woodard^charles jimmie sr.^the vasquez brothers,documentary,84 min
a-1596,712,anacondas: the hunt for the blood orchid,2004.0,dwight h. little,morris chestnut^kadee strickland^eugene byrd,adventure^horror^thriller,97 min
a-1597,713,anchorman: the legend of ron burgundy,2004.0,adam mckay,will ferrell^christina applegate^steve carell,comedy,94 min
a-1598,714,around the bend,2005.0,jordan roberts,michael caine^christopher walken^josh lucas,comedy^drama,85 min
a-1599,715,around the world in 80 days,2004.0,frank coraci,jackie chan^steve coogan^jim broadbent,action^adventure^comedy,120 min
a-1600,716,the assassination of richard nixon,2004.0,niels mueller,sean penn^naomi watts^don cheadle,biography^drama,95 min
a-1601,717,the aviator,2004.0,martin scorsese,leonardo dicaprio^cate blanchett^kate beckinsale,biography^drama,170 min
a-1602,718,barbershop 2: back in business,2004.0,kevin rodney sullivan,ice cube^cedric the entertainer^eve,comedy^drama,106 min
a-1603,719,before sunset,2004.0,richard linklater,ethan hawke^julie delpy^vernon dobtcheff,drama^romance,80 min
a-1604,720,being julia,2005.0,istvã¡n szabã³,annette bening^michael gambon^maury chaykin,comedy^drama^romance,104 min
a-1605,721,birth,2004.0,jonathan glazer,nicole kidman^cameron bright^lauren bacall,drama^mystery^romance^thriller,100 min
a-1606,722,benji: off the leash!,2004.0,joe camp,nick whitaker^chris kendrick^nate bynum,drama^family,97 min
a-1607,723,the best thief in the world,2004.0,jacob kornbluth,mary-louise parker^michael silverman^david warshofsky,comedy^drama,93 min
a-1608,724,beyond the sea,2004.0,kevin spacey,kevin spacey^kate bosworth^john goodman,biography^drama^music^musical,118 min
